flight_number,timestamp,longitude,latitude,altitude_baro,track_angle,on_ground,origin,destination,ground_speed
RPA4385,7/1/2026 4:02:59 PM,-73.77703900,40.63325500,300,212.35000610,F,JFK,IND,142
ASA41,7/1/2026 4:02:59 PM,-73.76969900,40.64883000,,67.50000000,T,JFK,SFO,7.3
RPA4385,7/1/2026 4:02:59 PM,-73.77725100,40.63298100,325,212.69000240,F,JFK,IND,142.6
RPA4385,7/1/2026 4:03:00 PM,-73.77752700,40.63266000,350,212.69000240,F,JFK,IND,142.6
EJA948,7/1/2026 4:03:01 PM,-73.73293100,40.68954200,975,212.36000060,F,ACK,JFK,119.6
DAL336,7/1/2026 4:03:01 PM,-73.67500300,40.74717400,1925,209.89999390,F,DEN,JFK,138.4
RPA4385,7/1/2026 4:03:01 PM,-73.77800000,40.63209700,375,212.69000240,F,JFK,IND,142.6
RPA4385,7/1/2026 4:03:02 PM,-73.77832000,40.63174400,400,212.69000240,F,JFK,IND,142.6
RPA4385,7/1/2026 4:03:02 PM,-73.77856400,40.63147000,425,212.69000240,F,JFK,IND,142.6
RPA4385,7/1/2026 4:03:03 PM,-73.77881100,40.63116600,450,212.69000240,F,JFK,IND,142.6
RPA4385,7/1/2026 4:03:03 PM,-73.77911400,40.63082900,475,213.02000430,F,JFK,IND,143.1
DAL47,7/1/2026 4:03:03 PM,-73.58471700,40.80322300,2925,263.17999270,F,AMS,JFK,185.3
RPA4385,7/1/2026 4:03:04 PM,-73.77929700,40.63060000,500,213.02000430,F,JFK,IND,143.1
RPA4385,7/1/2026 4:03:05 PM,-73.77974800,40.63004800,550,213.36000060,F,JFK,IND,143.7
ASA41,7/1/2026 4:03:05 PM,-73.76946400,40.64894900,,59.06000140,T,JFK,SFO,7.8
RPA4385,7/1/2026 4:03:05 PM,-73.78009000,40.62968400,550,213.36000060,F,JFK,IND,143.7
RPA4385,7/1/2026 4:03:06 PM,-73.78027300,40.62945600,575,213.13999940,F,JFK,IND,144.5
DAL336,7/1/2026 4:03:06 PM,-73.67718800,40.74438100,1925,211.17999270,F,DEN,JFK,139.1
EJA948,7/1/2026 4:03:06 PM,-73.73486600,40.68702800,925,209.25000000,F,ACK,JFK,114.6
RPA4385,7/1/2026 4:03:06 PM,-73.78055900,40.62911700,600,212.91999820,F,JFK,IND,145.3
RPA4385,7/1/2026 4:03:07 PM,-73.78074600,40.62888500,600,212.91999820,F,JFK,IND,145.3
RPA4385,7/1/2026 4:03:07 PM,-73.78093400,40.62865200,625,212.91999820,F,JFK,IND,145.3
RPA4385,7/1/2026 4:03:07 PM,-73.78112100,40.62841900,625,212.91999820,F,JFK,IND,145.3
RPA4385,7/1/2026 4:03:08 PM,-73.78137100,40.62814000,650,212.71000670,F,JFK,IND,146.2
DAL47,7/1/2026 4:03:08 PM,-73.59027100,40.80239900,2925,256.64001460,F,AMS,JFK,186
RPA4385,7/1/2026 4:03:09 PM,-73.78161600,40.62785300,650,212.71000670,F,JFK,IND,146.2
RPA4385,7/1/2026 4:03:09 PM,-73.78193200,40.62748800,675,212.71000670,F,JFK,IND,146.2
RPA4385,7/1/2026 4:03:10 PM,-73.78212000,40.62725500,700,212.71000670,F,JFK,IND,146.2
RPA4385,7/1/2026 4:03:10 PM,-73.78230700,40.62702200,700,212.71000670,F,JFK,IND,146.2
ASA41,7/1/2026 4:03:10 PM,-73.76924100,40.64905900,,56.25000000,T,JFK,SFO,7.8
RPA4385,7/1/2026 4:03:11 PM,-73.78255700,40.62669700,725,212.50000000,F,JFK,IND,147
RPA4385,7/1/2026 4:03:11 PM,-73.78283700,40.62643400,750,212.50000000,F,JFK,IND,147
EJA948,7/1/2026 4:03:11 PM,-73.73651100,40.68470800,900,208.16000370,F,ACK,JFK,112.3
RPA4385,7/1/2026 4:03:11 PM,-73.78302000,40.62620500,750,212.50000000,F,JFK,IND,147
DAL336,7/1/2026 4:03:12 PM,-73.67981000,40.74107500,1925,211.30999760,F,DEN,JFK,140.5
RPA4385,7/1/2026 4:03:12 PM,-73.78330600,40.62585900,775,212.50000000,F,JFK,IND,147
RPA4385,7/1/2026 4:03:12 PM,-73.78349300,40.62562600,800,212.28999330,F,JFK,IND,147.9
RPA4385,7/1/2026 4:03:13 PM,-73.78368000,40.62539300,800,212.28999330,F,JFK,IND,147.9
RPA4385,7/1/2026 4:03:13 PM,-73.78386800,40.62516000,825,212.28999330,F,JFK,IND,147.9
DAL47,7/1/2026 4:03:13 PM,-73.59566400,40.80089500,2900,246.44000240,F,AMS,JFK,187.6
RPA4385,7/1/2026 4:03:14 PM,-73.78418000,40.62478600,850,212.28999330,F,JFK,IND,147.9
RPA4385,7/1/2026 4:03:15 PM,-73.78467900,40.62418300,875,212.08999630,F,JFK,IND,148.7
RPA4385,7/1/2026 4:03:15 PM,-73.78486600,40.62395000,900,212.08999630,F,JFK,IND,148.7
RPA4385,7/1/2026 4:03:16 PM,-73.78511600,40.62367100,925,211.88000490,F,JFK,IND,149.6
EJA948,7/1/2026 4:03:16 PM,-73.73822000,40.68246500,850,211.67999270,F,ACK,JFK,110.5
RPA4385,7/1/2026 4:03:16 PM,-73.78533900,40.62336700,925,211.88000490,F,JFK,IND,149.6
DAL336,7/1/2026 4:03:17 PM,-73.68211900,40.73814300,1925,210.69000240,F,DEN,JFK,143
RPA4385,7/1/2026 4:03:17 PM,-73.78580300,40.62278600,975,211.67999270,F,JFK,IND,150.4
RPA4385,7/1/2026 4:03:18 PM,-73.78605200,40.62250700,975,211.67999270,F,JFK,IND,150.4
ASA41,7/1/2026 4:03:18 PM,-73.76894900,40.64918100,,64.69000240,T,JFK,SFO,7.3
RPA4385,7/1/2026 4:03:18 PM,-73.78631600,40.62213100,1000,211.47999570,F,JFK,IND,151.3
RPA4385,7/1/2026 4:03:19 PM,-73.78649900,40.62190200,1000,211.28999330,F,JFK,IND,152.1
DAL47,7/1/2026 4:03:19 PM,-73.60101300,40.79864500,2825,238.41000370,F,AMS,JFK,189
RPA4385,7/1/2026 4:03:19 PM,-73.78668200,40.62167400,1025,211.28999330,F,JFK,IND,152.1
RPA4385,7/1/2026 4:03:20 PM,-73.78698900,40.62129700,1025,211.28999330,F,JFK,IND,152.1
RPA4385,7/1/2026 4:03:20 PM,-73.78723800,40.62101700,1050,211.08999630,F,JFK,IND,153
DAL47,7/1/2026 4:03:21 PM,-73.60303000,40.79768300,2800,237.05999760,F,AMS,JFK,189.4
EJA948,7/1/2026 4:03:21 PM,-73.73999000,40.68017600,800,210.07000730,F,ACK,JFK,109.8
RPA4385,7/1/2026 4:03:21 PM,-73.78773800,40.62031900,1075,210.71000670,F,JFK,IND,154.7
DAL47,7/1/2026 4:03:21 PM,-73.60357700,40.79740900,2800,237.05999760,F,AMS,JFK,189.4
RPA4385,7/1/2026 4:03:22 PM,-73.78792500,40.62004000,1075,210.71000670,F,JFK,IND,154.7
DAL47,7/1/2026 4:03:22 PM,-73.60406500,40.79713400,2775,236.64999390,F,AMS,JFK,189.2
RPA4385,7/1/2026 4:03:22 PM,-73.78826900,40.61965900,1100,210.52000430,F,JFK,IND,155.6
DAL47,7/1/2026 4:03:22 PM,-73.60459100,40.79689200,2775,236.64999390,F,AMS,JFK,189.2
RPA4385,7/1/2026 4:03:23 PM,-73.78845200,40.61938500,1100,210.33999630,F,JFK,IND,156.4
DAL47,7/1/2026 4:03:23 PM,-73.60502800,40.79665900,2750,236.13999940,F,AMS,JFK,190.3
DAL336,7/1/2026 4:03:23 PM,-73.68475300,40.73478700,1900,211.16999820,F,DEN,JFK,144.9
RPA4385,7/1/2026 4:03:23 PM,-73.78873700,40.61901500,1125,210.33999630,F,JFK,IND,156.4
DAL47,7/1/2026 4:03:23 PM,-73.60540200,40.79642600,2750,236.13999940,F,AMS,JFK,190.3
ASA41,7/1/2026 4:03:23 PM,-73.76872300,40.64919700,-50,84.37999730,T,JFK,SFO,6.8
RPA4385,7/1/2026 4:03:24 PM,-73.78892400,40.61878300,1125,209.97000120,F,JFK,IND,158.1
DAL47,7/1/2026 4:03:24 PM,-73.60602600,40.79614700,2725,235.72000120,F,AMS,JFK,190
RPA4385,7/1/2026 4:03:24 PM,-73.78911100,40.61850300,1150,210.10000610,F,JFK,IND,159.5
DAL47,7/1/2026 4:03:24 PM,-73.60640100,40.79596100,2725,235.72000120,F,AMS,JFK,190
DAL47,7/1/2026 4:03:25 PM,-73.60693400,40.79567000,2700,235.47999570,F,AMS,JFK,190.6
DAL47,7/1/2026 4:03:25 PM,-73.60736100,40.79544100,2700,235.47999570,F,AMS,JFK,190.6
DAL47,7/1/2026 4:03:26 PM,-73.60789900,40.79512300,2675,235.05999760,F,AMS,JFK,190.3
DAL47,7/1/2026 4:03:26 PM,-73.60839800,40.79489000,2675,235.05999760,F,AMS,JFK,190.3
EJA948,7/1/2026 4:03:27 PM,-73.74194300,40.67775000,750,211.94999690,F,ACK,JFK,109.6
DAL47,7/1/2026 4:03:27 PM,-73.60888700,40.79461700,2675,235.05999760,F,AMS,JFK,190.3
DAL47,7/1/2026 4:03:27 PM,-73.60937500,40.79434200,2650,235.05999760,F,AMS,JFK,190.3
DAL47,7/1/2026 4:03:28 PM,-73.60983400,40.79414500,2650,234.80999760,F,AMS,JFK,190.9
DAL336,7/1/2026 4:03:28 PM,-73.68719500,40.73176600,1850,211.71000670,F,DEN,JFK,144.6
DAL47,7/1/2026 4:03:29 PM,-73.61035200,40.79383900,2625,234.80999760,F,AMS,JFK,190.9
RPA4385,7/1/2026 4:03:29 PM,-73.79129600,40.61557100,1225,209.19000240,F,JFK,IND,166.1
RPA4385,7/1/2026 4:03:29 PM,-73.79154600,40.61519800,1225,209.19000240,F,JFK,IND,166.1
ASA41,7/1/2026 4:03:29 PM,-73.76849600,40.64915800,-50,104.05999760,T,JFK,SFO,6.8
RPA4385,7/1/2026 4:03:30 PM,-73.79179500,40.61491900,1250,209.32000730,F,JFK,IND,167.5
RPA4385,7/1/2026 4:03:30 PM,-73.79205300,40.61457800,1250,209.61999510,F,JFK,IND,167.9
RPA4385,7/1/2026 4:03:31 PM,-73.79235700,40.61417400,1275,210.08000180,F,JFK,IND,167.6
RPA4385,7/1/2026 4:03:31 PM,-73.79266400,40.61375400,1300,210.08000180,F,JFK,IND,167.6
RPA4385,7/1/2026 4:03:32 PM,-73.79290800,40.61352500,1300,211.72000120,F,JFK,IND,169.3
RPA4385,7/1/2026 4:03:32 PM,-73.79315200,40.61320500,1325,213.03999330,F,JFK,IND,170.6
EJA948,7/1/2026 4:03:32 PM,-73.74379200,40.67539000,700,210.13999940,F,ACK,JFK,107.5
RPA4385,7/1/2026 4:03:33 PM,-73.79348100,40.61282400,1325,213.03999330,F,JFK,IND,170.6
DAL336,7/1/2026 4:03:33 PM,-73.68939200,40.72897300,1775,211.02999880,F,DEN,JFK,143.5
RPA4385,7/1/2026 4:03:33 PM,-73.79382300,40.61242700,1350,214.52999880,F,JFK,IND,171.1
DAL47,7/1/2026 4:03:34 PM,-73.61526500,40.79121200,2550,234.80999760,F,AMS,JFK,190.9
RPA4385,7/1/2026 4:03:34 PM,-73.79416700,40.61207900,1350,214.52999880,F,JFK,IND,171.1
ASA41,7/1/2026 4:03:34 PM,-73.76831100,40.64909400,-50,112.50000000,T,JFK,SFO,6.8
RPA4385,7/1/2026 4:03:34 PM,-73.79447900,40.61175300,1375,216.47000120,F,JFK,IND,171.6
RPA4385,7/1/2026 4:03:35 PM,-73.79466700,40.61156700,1375,217.19999690,F,JFK,IND,172
RPA4385,7/1/2026 4:03:35 PM,-73.79510500,40.61119100,1400,218.39999390,F,JFK,IND,172.3
RPA4385,7/1/2026 4:03:36 PM,-73.79534900,40.61091600,1400,218.39999390,F,JFK,IND,172.3
RPA4385,7/1/2026 4:03:36 PM,-73.79571500,40.61059600,1425,219.13000490,F,JFK,IND,172.7
RPA4385,7/1/2026 4:03:37 PM,-73.79604000,40.61031000,1425,220.52999880,F,JFK,IND,172.4
RPA4385,7/1/2026 4:03:37 PM,-73.79641400,40.61003100,1450,221.72000120,F,JFK,IND,172.8
EJA948,7/1/2026 4:03:37 PM,-73.74548300,40.67317200,650,210.60000610,F,ACK,JFK,108
RPA4385,7/1/2026 4:03:38 PM,-73.79666400,40.60979800,1450,221.72000120,F,JFK,IND,172.8
RPA4385,7/1/2026 4:03:38 PM,-73.79711900,40.60945100,1475,224.52999880,F,JFK,IND,174
DAL336,7/1/2026 4:03:39 PM,-73.69177200,40.72590600,1700,210.88999940,F,DEN,JFK,142.2
RPA4385,7/1/2026 4:03:39 PM,-73.79753800,40.60914600,1500,225.92999270,F,JFK,IND,174
DAL47,7/1/2026 4:03:39 PM,-73.62011700,40.78862000,2475,235.05999760,F,AMS,JFK,190.3
RPA4385,7/1/2026 4:03:39 PM,-73.79803500,40.60881000,1500,227.08999630,F,JFK,IND,174.8
RPA4385,7/1/2026 4:03:40 PM,-73.79834000,40.60858200,1525,228.00999450,F,JFK,IND,174.9
RPA4385,7/1/2026 4:03:40 PM,-73.79870600,40.60835300,1525,229.14999390,F,JFK,IND,175.8
RPA4385,7/1/2026 4:03:41 PM,-73.79922300,40.60802900,1550,230.52999880,F,JFK,IND,176.2
RPA4385,7/1/2026 4:03:41 PM,-73.79953600,40.60784300,1550,231.44000240,F,JFK,IND,176.5
RPA4385,7/1/2026 4:03:42 PM,-73.80004900,40.60752900,1550,232.80999760,F,JFK,IND,177
RPA4385,7/1/2026 4:03:42 PM,-73.80041500,40.60734600,1575,233.44999690,F,JFK,IND,178
RPA4385,7/1/2026 4:03:43 PM,-73.80078100,40.60716200,1575,234.35000610,F,JFK,IND,178.4
EJA948,7/1/2026 4:03:43 PM,-73.74743700,40.67079200,600,212.80000310,F,ACK,JFK,107.1
DAL336,7/1/2026 4:03:43 PM,-73.69384800,40.72329700,1650,210.55000310,F,DEN,JFK,141.7
DAL47,7/1/2026 4:03:44 PM,-73.62512800,40.78599800,2400,235.30000310,F,AMS,JFK,189.7
RPA4385,7/1/2026 4:03:47 PM,-73.80527800,40.60514300,1650,241.36000060,F,JFK,IND,185.7
EJA948,7/1/2026 4:03:48 PM,-73.74908400,40.66873200,575,210.41000370,F,ACK,JFK,106.7
DAL336,7/1/2026 4:03:49 PM,-73.69616400,40.72031300,1600,211.10000610,F,DEN,JFK,141.3
RPA4385,7/1/2026 4:03:49 PM,-73.80690100,40.60444500,1700,242.33999630,F,JFK,IND,187.4
DAL47,7/1/2026 4:03:49 PM,-73.63000500,40.78340100,2300,235.05999760,F,AMS,JFK,190.3
RPA4385,7/1/2026 4:03:49 PM,-73.80749500,40.60423300,1700,242.75000000,F,JFK,IND,187.8
RPA4385,7/1/2026 4:03:50 PM,-73.80792200,40.60409500,1700,242.88999940,F,JFK,IND,188.7
RPA4385,7/1/2026 4:03:50 PM,-73.80852400,40.60383900,1725,242.88999940,F,JFK,IND,188.7
RPA4385,7/1/2026 4:03:51 PM,-73.80896100,40.60365300,1725,243.02999880,F,JFK,IND,189.6
RPA4385,7/1/2026 4:03:52 PM,-73.80963100,40.60340900,1750,243.16999820,F,JFK,IND,190.5
ASA41,7/1/2026 4:03:52 PM,-73.76763800,40.64879700,-50,120.94000240,T,JFK,SFO,8.3
RPA4385,7/1/2026 4:03:52 PM,-73.80999800,40.60327100,1750,243.16999820,F,JFK,IND,190.5
RPA4385,7/1/2026 4:03:52 PM,-73.81042500,40.60308800,1775,243.16999820,F,JFK,IND,190.5
DAL47,7/1/2026 4:03:53 PM,-73.63330500,40.78162200,2225,234.63999940,F,AMS,JFK,190.1
RPA4385,7/1/2026 4:03:53 PM,-73.81108400,40.60286200,1800,243.30000310,F,JFK,IND,191.4
DAL47,7/1/2026 4:03:53 PM,-73.63374200,40.78139000,2225,234.38999940,F,AMS,JFK,190.6
EJA948,7/1/2026 4:03:53 PM,-73.75078400,40.66645200,525,208.74000550,F,ACK,JFK,106.1
RPA4385,7/1/2026 4:03:53 PM,-73.81152100,40.60272200,1800,243.30000310,F,JFK,IND,191.4
DAL47,7/1/2026 4:03:54 PM,-73.63427700,40.78111300,2200,234.38999940,F,AMS,JFK,190.6
RPA4385,7/1/2026 4:03:54 PM,-73.81213400,40.60244800,1825,243.30000310,F,JFK,IND,191.4
DAL336,7/1/2026 4:03:54 PM,-73.69860800,40.71720900,1525,210.96000670,F,DEN,JFK,139.9
DAL47,7/1/2026 4:03:54 PM,-73.63467800,40.78087800,2200,234.38999940,F,AMS,JFK,190.6
RPA4385,7/1/2026 4:03:54 PM,-73.81256100,40.60231000,1825,243.16999820,F,JFK,IND,192.8
DAL47,7/1/2026 4:03:55 PM,-73.63524000,40.78055200,2175,234.38999940,F,AMS,JFK,190.6
RPA4385,7/1/2026 4:03:55 PM,-73.81320600,40.60207000,1850,243.16999820,F,JFK,IND,192.8
RPA4385,7/1/2026 4:03:55 PM,-73.81364300,40.60188400,1875,243.30000310,F,JFK,IND,193.6
RPA4385,7/1/2026 4:03:56 PM,-73.81427000,40.60162400,1875,243.30000310,F,JFK,IND,193.6
RPA4385,7/1/2026 4:03:56 PM,-73.81469700,40.60148600,1900,243.16999820,F,JFK,IND,195
ASA41,7/1/2026 4:03:57 PM,-73.76740400,40.64873900,-50,104.05999760,T,JFK,SFO,8.3
RPA4385,7/1/2026 4:03:57 PM,-73.81532800,40.60123200,1900,243.16999820,F,JFK,IND,195
RPA4385,7/1/2026 4:03:57 PM,-73.81576500,40.60104600,1925,243.30000310,F,JFK,IND,195.9
RPA4385,7/1/2026 4:03:58 PM,-73.81640600,40.60080000,1925,243.42999270,F,JFK,IND,196.8
RPA4385,7/1/2026 4:03:58 PM,-73.81683300,40.60066200,1950,243.30999760,F,JFK,IND,198.1
EJA948,7/1/2026 4:03:59 PM,-73.75240700,40.66426400,475,210.49000550,F,ACK,JFK,104.4
RPA4385,7/1/2026 4:03:59 PM,-73.81732200,40.60047900,1950,243.30999760,F,JFK,IND,198.1
DAL336,7/1/2026 4:03:59 PM,-73.70092800,40.71423300,1450,210.61000060,F,DEN,JFK,139.4
RPA4385,7/1/2026 4:03:59 PM,-73.81795000,40.60025500,1950,243.42999270,F,JFK,IND,199
RPA4385,7/1/2026 4:04:00 PM,-73.81838700,40.60006900,1975,243.42999270,F,JFK,IND,199
DAL47,7/1/2026 4:04:00 PM,-73.64032000,40.77781700,2075,234.38999940,F,AMS,JFK,190.6
RPA4385,7/1/2026 4:04:00 PM,-73.81882400,40.59988200,1975,243.30999760,F,JFK,IND,200.4
RPA4385,7/1/2026 4:04:01 PM,-73.81951900,40.59965500,2000,243.42999270,F,JFK,IND,201.2
RPA4385,7/1/2026 4:04:01 PM,-73.81994600,40.59947200,2000,243.42999270,F,JFK,IND,201.2
RPA4385,7/1/2026 4:04:02 PM,-73.82043500,40.59928900,2000,243.55999760,F,JFK,IND,202.1
RPA4385,7/1/2026 4:04:02 PM,-73.82107100,40.59904500,2025,243.30999760,F,JFK,IND,202.6
RPA4385,7/1/2026 4:04:03 PM,-73.82171600,40.59878500,2025,243.42999270,F,JFK,IND,203.5
ASA41,7/1/2026 4:04:03 PM,-73.76710700,40.64879700,-50,75.94000240,T,JFK,SFO,7.3
RPA4385,7/1/2026 4:04:03 PM,-73.82238200,40.59853200,2050,243.30999760,F,JFK,IND,204.8
EJA948,7/1/2026 4:04:04 PM,-73.75408900,40.66209400,400,211.42999270,F,ACK,JFK,105.5
RPA4385,7/1/2026 4:04:04 PM,-73.82281900,40.59834600,2075,243.30999760,F,JFK,IND,204.8
RPA4385,7/1/2026 4:04:04 PM,-73.82325600,40.59820700,2075,243.30999760,F,JFK,IND,204.8
DAL336,7/1/2026 4:04:04 PM,-73.70312500,40.71144100,1400,210.61000060,F,DEN,JFK,139.4
RPA4385,7/1/2026 4:04:05 PM,-73.82397500,40.59791600,2075,243.19000240,F,JFK,IND,206.2
RPA4385,7/1/2026 4:04:05 PM,-73.82462900,40.59764800,2100,243.19000240,F,JFK,IND,206.2
DAL47,7/1/2026 4:04:06 PM,-73.64569100,40.77493300,2000,235.30000310,F,AMS,JFK,189.7
RPA4385,7/1/2026 4:04:06 PM,-73.82556600,40.59732200,2125,243.05999760,F,JFK,IND,207.5
RPA4385,7/1/2026 4:04:07 PM,-73.82672100,40.59686300,2150,242.94000240,F,JFK,IND,208.9
ASA41,7/1/2026 4:04:08 PM,-73.76695300,40.64887600,-50,56.25000000,T,JFK,SFO,5.8
RPA4385,7/1/2026 4:04:08 PM,-73.82743800,40.59657700,2175,242.94000240,F,JFK,IND,208.9
RPA4385,7/1/2026 4:04:09 PM,-73.82818600,40.59631300,2200,242.94000240,F,JFK,IND,208.9
RPA4385,7/1/2026 4:04:09 PM,-73.82867400,40.59608500,2200,243.07000730,F,JFK,IND,209.7
EJA948,7/1/2026 4:04:09 PM,-73.75590200,40.65984200,375,210.49000550,F,ACK,JFK,104.4
RPA4385,7/1/2026 4:04:10 PM,-73.82931100,40.59587900,2225,243.07000730,F,JFK,IND,209.7
DAL336,7/1/2026 4:04:10 PM,-73.70544400,40.70842000,1350,210.82000730,F,DEN,JFK,138.6
RPA4385,7/1/2026 4:04:10 PM,-73.82974800,40.59569300,2250,243.07000730,F,JFK,IND,209.7
RPA4385,7/1/2026 4:04:10 PM,-73.83024700,40.59550700,2250,243.07000730,F,JFK,IND,209.7
DAL47,7/1/2026 4:04:11 PM,-73.65051300,40.77241500,1950,234.96000670,F,AMS,JFK,188.1
RPA4385,7/1/2026 4:04:11 PM,-73.83068400,40.59532000,2275,243.07000730,F,JFK,IND,209.7
RPA4385,7/1/2026 4:04:11 PM,-73.83142100,40.59503200,2300,243.19000240,F,JFK,IND,210.6
RPA4385,7/1/2026 4:04:12 PM,-73.83184800,40.59489400,2325,243.19000240,F,JFK,IND,210.6
RPA4385,7/1/2026 4:04:12 PM,-73.83249500,40.59462200,2325,243.19000240,F,JFK,IND,210.6
RPA4385,7/1/2026 4:04:13 PM,-73.83299400,40.59443600,2375,243.19000240,F,JFK,IND,210.6
RPA4385,7/1/2026 4:04:13 PM,-73.83367900,40.59416200,2375,243.19000240,F,JFK,IND,210.6
ASA41,7/1/2026 4:04:14 PM,-73.76685700,40.64899500,-50,39.38000110,T,JFK,SFO,5.3
RPA4385,7/1/2026 4:04:14 PM,-73.83436700,40.59387700,2400,243.19000240,F,JFK,IND,210.6
EJA948,7/1/2026 4:04:14 PM,-73.75756800,40.65770000,325,211.25000000,F,ACK,JFK,104.1
RPA4385,7/1/2026 4:04:15 PM,-73.83486700,40.59369100,2425,243.19000240,F,JFK,IND,210.6
RPA4385,7/1/2026 4:04:15 PM,-73.83530400,40.59355100,2450,243.19000240,F,JFK,IND,210.6
DAL336,7/1/2026 4:04:15 PM,-73.70771200,40.70551000,1275,210.82000730,F,DEN,JFK,138.6
RPA4385,7/1/2026 4:04:16 PM,-73.83606000,40.59324600,2475,243.19000240,F,JFK,IND,210.6
RPA4385,7/1/2026 4:04:16 PM,-73.83660900,40.59306300,2500,243.30999760,F,JFK,IND,211.5
DAL47,7/1/2026 4:04:16 PM,-73.65521200,40.76953100,1925,228.25999450,F,AMS,JFK,186.3
RPA4385,7/1/2026 4:04:17 PM,-73.83717600,40.59280700,2525,243.07000730,F,JFK,IND,212
RPA4385,7/1/2026 4:04:17 PM,-73.83767600,40.59262000,2550,243.07000730,F,JFK,IND,212
RPA4385,7/1/2026 4:04:17 PM,-73.83823700,40.59243400,2575,243.07000730,F,JFK,IND,212
RPA4385,7/1/2026 4:04:18 PM,-73.83929400,40.59201000,2600,243.07000730,F,JFK,IND,212
RPA4385,7/1/2026 4:04:18 PM,-73.83880600,40.59219400,2575,243.07000730,F,JFK,IND,212
RPA4385,7/1/2026 4:04:19 PM,-73.83998500,40.59173600,2625,243.07000730,F,JFK,IND,212
RPA4385,7/1/2026 4:04:19 PM,-73.84054700,40.59150300,2650,243.07000730,F,JFK,IND,212
RPA4385,7/1/2026 4:04:20 PM,-73.84098400,40.59136300,2675,243.07000730,F,JFK,IND,212
EJA948,7/1/2026 4:04:20 PM,-73.75946000,40.65541100,300,211.52999880,F,ACK,JFK,103.2
DAL336,7/1/2026 4:04:20 PM,-73.70983900,40.70278900,1225,210.61000060,F,DEN,JFK,139.4
RPA4385,7/1/2026 4:04:20 PM,-73.84161400,40.59109500,2700,243.07000730,F,JFK,IND,212
RPA4385,7/1/2026 4:04:21 PM,-73.84235700,40.59080500,2725,243.07000730,F,JFK,IND,212
RPA4385,7/1/2026 4:04:21 PM,-73.84279400,40.59061900,2750,243.07000730,F,JFK,IND,212
DAL47,7/1/2026 4:04:22 PM,-73.65948500,40.76609800,1925,220.83999630,F,AMS,JFK,185
ASA41,7/1/2026 4:04:22 PM,-73.76667800,40.64919700,-50,33.75000000,T,JFK,SFO,6.8
RPA4385,7/1/2026 4:04:22 PM,-73.84350600,40.59036300,2775,243.07000730,F,JFK,IND,212
RPA4385,7/1/2026 4:04:23 PM,-73.84466700,40.58992000,2825,242.94999690,F,JFK,IND,213.3
RPA4385,7/1/2026 4:04:24 PM,-73.84545900,40.58963000,2850,242.94999690,F,JFK,IND,213.3
RPA4385,7/1/2026 4:04:24 PM,-73.84604000,40.58936200,2850,242.94999690,F,JFK,IND,213.3
RPA4385,7/1/2026 4:04:25 PM,-73.84660200,40.58917500,2875,242.94999690,F,JFK,IND,213.3
RPA4385,7/1/2026 4:04:25 PM,-73.84722900,40.58889800,2925,242.94999690,F,JFK,IND,213.3
EJA948,7/1/2026 4:04:25 PM,-73.76129200,40.65316800,250,211.35000610,F,ACK,JFK,101.9
DAL336,7/1/2026 4:04:26 PM,-73.71215800,40.69981400,1150,210.61000060,F,DEN,JFK,139.4
RPA4385,7/1/2026 4:04:26 PM,-73.84777800,40.58871500,2950,242.94999690,F,JFK,IND,213.3
RPA4385,7/1/2026 4:04:27 PM,-73.84891200,40.58824400,2975,242.94999690,F,JFK,IND,213.3
DAL47,7/1/2026 4:04:27 PM,-73.66302500,40.76248200,1925,215.03999330,F,AMS,JFK,188.1
RPA4385,7/1/2026 4:04:27 PM,-73.84960900,40.58802800,3000,242.94999690,F,JFK,IND,213.3
RPA4385,7/1/2026 4:04:28 PM,-73.85003700,40.58784500,3025,242.94999690,F,JFK,IND,213.3
RPA4385,7/1/2026 4:04:28 PM,-73.85052500,40.58761600,3050,242.94999690,F,JFK,IND,213.3
RPA4385,7/1/2026 4:04:28 PM,-73.85101300,40.58747900,3075,242.94999690,F,JFK,IND,213.3
RPA4385,7/1/2026 4:04:29 PM,-73.85156300,40.58725000,3100,242.94999690,F,JFK,IND,213.3
RPA4385,7/1/2026 4:04:30 PM,-73.85215800,40.58698800,3125,242.94999690,F,JFK,IND,213.3
RPA4385,7/1/2026 4:04:30 PM,-73.85290500,40.58670000,3150,242.94999690,F,JFK,IND,213.3
RPA4385,7/1/2026 4:04:31 PM,-73.85339400,40.58651700,3175,242.94999690,F,JFK,IND,213.3
EJA948,7/1/2026 4:04:31 PM,-73.76293900,40.65101600,225,210.77000430,F,ACK,JFK,103.6
DAL336,7/1/2026 4:04:31 PM,-73.71441700,40.69693000,1100,211.03999330,F,DEN,JFK,137.7
RPA4385,7/1/2026 4:04:31 PM,-73.85388200,40.58633400,3175,242.94999690,F,JFK,IND,213.3
RPA4385,7/1/2026 4:04:32 PM,-73.85453000,40.58605600,3200,242.94999690,F,JFK,IND,213.3
RPA4385,7/1/2026 4:04:32 PM,-73.85502900,40.58591700,3225,243.08000180,F,JFK,IND,214.2
DAL47,7/1/2026 4:04:32 PM,-73.66638900,40.75853300,1925,211.94000240,F,AMS,JFK,190.9
RPA4385,7/1/2026 4:04:32 PM,-73.85559100,40.58568400,3250,243.08000180,F,JFK,IND,214.2
RPA4385,7/1/2026 4:04:33 PM,-73.85620100,40.58541900,3275,242.83999630,F,JFK,IND,214.7
