flight_number,timestamp,altitude_baro,ground_speed,air_speed,latitude,longitude,track_angle,roll_angle,emergency,wind_direction,wind_speed,temperature,on_ground,lga_type,origin,destination
UAL2133,7/1/2026 4:19:09 PM,4100,276.5,251,40.6312120000,-73.9977890000,33.3499985,-12.6599998,none,,,17,F,arrival,IAH,LGA
AAL2302,7/1/2026 4:19:09 PM,6425,262.4,249,40.9241190000,-73.9710100000,283.6700134,-26.5400009,none,258,20,15,F,departure,LGA,BNA
UAL2133,7/1/2026 4:19:09 PM,4075,276.5,251,40.6317440000,-73.9973750000,33.3499985,-12.6599998,none,,,17,F,arrival,IAH,LGA
AAL2302,7/1/2026 4:19:10 PM,6450,262.4,249,40.9242120000,-73.9717590000,283.6700134,-26.5400009,none,258,20,15,F,departure,LGA,BNA
UAL2133,7/1/2026 4:19:10 PM,4075,276.5,251,40.6322830000,-73.9969150000,33.3499985,-12.6599998,none,,,17,F,arrival,IAH,LGA
AAL2302,7/1/2026 4:19:10 PM,6475,263.4,249,40.9243050000,-73.9723830000,281.6099854,-26.5400009,none,258,20,15,F,departure,LGA,BNA
SWA1078,7/1/2026 4:19:10 PM,36000,455.1,253,37.4332580000,-76.9894410000,42.5999985,-8.96,none,224,5,-45,F,arrival,LAS,LGA
UAL2133,7/1/2026 4:19:11 PM,4050,276.5,251,40.6329350000,-73.9963530000,33.3499985,-12.6599998,none,,,17,F,arrival,IAH,LGA
AAL2302,7/1/2026 4:19:11 PM,6500,263.4,249,40.9244450000,-73.9733190000,281.6099854,-26.5400009,none,258,20,15,F,departure,LGA,BNA
AAL2302,7/1/2026 4:19:11 PM,6525,263.7,249,40.9244910000,-73.9740060000,279.6099854,-26.5400009,none,258,20,15,F,departure,LGA,BNA
UAL2133,7/1/2026 4:19:11 PM,4050,276.5,251,40.6333540000,-73.9959790000,33.3499985,-12.6599998,none,,,17,F,arrival,IAH,LGA
AAL1150,7/1/2026 4:19:11 PM,,11.8,,40.7731480000,-73.8617100000,120.9400024,,none,,,,T,departure,LGA,CLT
UAL2133,7/1/2026 4:19:11 PM,4050,276.5,251,40.6337730000,-73.9956040000,33.3499985,-12.6599998,none,,,17,F,arrival,IAH,LGA
AAL2302,7/1/2026 4:19:12 PM,6550,263.7,249,40.9246220000,-73.9747920000,279.6099854,-26.5400009,none,258,20,15,F,departure,LGA,BNA
UAL2133,7/1/2026 4:19:12 PM,4025,276.5,251,40.6344450000,-73.9950560000,33.3499985,-12.6599998,none,,,17,F,arrival,IAH,LGA
AAL2302,7/1/2026 4:19:12 PM,6575,263.7,249,40.9246670000,-73.9754030000,279.6099854,-26.5400009,none,258,20,15,F,departure,LGA,BNA
SWA1078,7/1/2026 4:19:12 PM,36000,454.7,253,37.4363790000,-76.9859180000,41.7900009,-8.96,none,224,5,-45,F,arrival,LAS,LGA
UAL2133,7/1/2026 4:19:12 PM,4025,276.5,251,40.6349830000,-73.9946050000,33.3499985,-12.6599998,none,,,17,F,arrival,IAH,LGA
AAL2302,7/1/2026 4:19:13 PM,6575,263.3,249,40.9247240000,-73.9761910000,277.6400146,-26.5400009,none,258,20,15,F,departure,LGA,BNA
UAL2133,7/1/2026 4:19:13 PM,4025,276.5,251,40.6354980000,-73.9941410000,33.3499985,-12.6599998,none,,,17,F,arrival,IAH,LGA
AAL2302,7/1/2026 4:19:13 PM,6625,264.3,249,40.9247590000,-73.9769900000,275.6499939,-26.5400009,none,258,20,15,F,departure,LGA,BNA
AAL1056,7/1/2026 4:19:13 PM,9950,348.4,290,40.5446250000,-74.9278810000,111.5599976,-0.18,none,266,6,11,F,arrival,DFW,LGA
UAL2133,7/1/2026 4:19:13 PM,4000,276,251,40.6359560000,-73.9937740000,33.1699982,-12.6599998,none,,,17,F,arrival,IAH,LGA
AAL2302,7/1/2026 4:19:14 PM,6625,264.3,249,40.9248170000,-73.9778140000,275.6499939,-26.5400009,none,258,20,15,F,departure,LGA,BNA
SWA1078,7/1/2026 4:19:14 PM,36000,455,253,37.4389390000,-76.9831120000,41.0800018,-8.96,none,224,5,-45,F,arrival,LAS,LGA
UAL2133,7/1/2026 4:19:14 PM,4000,276,251,40.6364730000,-73.9932940000,33.1699982,-12.6599998,none,,,17,F,arrival,IAH,LGA
AAL2302,7/1/2026 4:19:14 PM,6675,264.3,249,40.9248500000,-73.9787600000,275.6499939,-26.5400009,none,,,15,F,departure,LGA,BNA
UAL2133,7/1/2026 4:19:14 PM,4000,276,251,40.6368920000,-73.9929200000,33.1699982,-12.6599998,none,,,17,F,arrival,IAH,LGA
AAL2302,7/1/2026 4:19:14 PM,6675,264.5,249,40.9248960000,-73.9794310000,273.6799927,-26.5400009,none,,,15,F,departure,LGA,BNA
UAL2133,7/1/2026 4:19:15 PM,3975,276,251,40.6379620000,-73.9919840000,33.1699982,-12.6599998,none,,,17,F,arrival,IAH,LGA
UAL2133,7/1/2026 4:19:15 PM,4000,276,251,40.6374210000,-73.9924930000,33.1699982,-12.6599998,none,,,17,F,arrival,IAH,LGA
SWA4044,7/1/2026 4:19:15 PM,18000,438.1,308,40.8500080000,-76.0902470000,111.6999969,-0.18,none,292,25,-4,F,arrival,MDW,LGA
AAL2302,7/1/2026 4:19:15 PM,6700,264.5,249,40.9248640000,-73.9802480000,273.6799927,-26.5400009,none,,,15,F,departure,LGA,BNA
AAL2302,7/1/2026 4:19:16 PM,6725,264.1,249,40.9248960000,-73.9810180000,271.7399902,-26.5400009,none,,,15,F,departure,LGA,BNA
UAL2133,7/1/2026 4:19:16 PM,3975,276,249,40.6386110000,-73.9914550000,33.1699982,-0.53,none,142,21,4,F,arrival,IAH,LGA
AAL2302,7/1/2026 4:19:16 PM,6750,264.1,249,40.9248960000,-73.9816890000,271.7399902,-26.5400009,none,,,15,F,departure,LGA,BNA
UAL669,7/1/2026 4:19:16 PM,35000,466.8,,41.2650670000,-78.5918840000,98.25,,none,,,,F,arrival,ORD,LGA
AAL2302,7/1/2026 4:19:16 PM,6775,265,249,40.9248960000,-73.9823000000,269.5700073,-26.5400009,none,,,15,F,departure,LGA,BNA
SWA1078,7/1/2026 4:19:16 PM,36000,455.7,253,37.4432680000,-76.9785140000,40.0099983,-8.96,none,224,5,-45,F,arrival,LAS,LGA
AAL2302,7/1/2026 4:19:17 PM,6800,265,249,40.9248170000,-73.9833070000,269.5700073,-26.5400009,none,,,15,F,departure,LGA,BNA
AAL1150,7/1/2026 4:19:17 PM,,12.3,,40.7729640000,-73.8613430000,120.9400024,,none,,,,T,departure,LGA,CLT
AAL2302,7/1/2026 4:19:17 PM,6825,265.2,249,40.9248050000,-73.9841310000,267.6199951,-26.5400009,none,,,15,F,departure,LGA,BNA
AAL2302,7/1/2026 4:19:18 PM,6825,265.2,249,40.9247240000,-73.9849300000,267.6199951,-26.5400009,none,,,15,F,departure,LGA,BNA
SWA1078,7/1/2026 4:19:18 PM,36000,455.2,253,37.4457090000,-76.9760000000,39.7400017,-8.96,none,224,5,-45,F,arrival,LAS,LGA
AAL2302,7/1/2026 4:19:18 PM,6875,265.8,249,40.9246770000,-73.9855540000,265.4700012,-26.5400009,none,,,15,F,departure,LGA,BNA
AAL1056,7/1/2026 4:19:18 PM,9950,348.4,290,40.5415190000,-74.9176030000,111.5599976,0,none,347,8,11,F,arrival,DFW,LGA
AAL2302,7/1/2026 4:19:19 PM,6900,265.8,249,40.9245840000,-73.9864900000,265.4700012,-26.5400009,none,,,15,F,departure,LGA,BNA
AAL2302,7/1/2026 4:19:19 PM,6925,265.7,249,40.9245300000,-73.9873050000,263.519989,-26.5400009,none,,,15,F,departure,LGA,BNA
AAL2302,7/1/2026 4:19:20 PM,6950,265.7,249,40.9243930000,-73.9882810000,263.519989,-26.5400009,none,,,15,F,departure,LGA,BNA
AAL2302,7/1/2026 4:19:21 PM,6975,266.9,249,40.9243050000,-73.9891120000,261.6000061,-26.5400009,none,,,15,F,departure,LGA,BNA
SWA1078,7/1/2026 4:19:21 PM,36000,455.4,253,37.4502510000,-76.9713490000,38.5800018,-8.96,none,224,5,-45,F,arrival,LAS,LGA
AAL2302,7/1/2026 4:19:21 PM,7000,266.9,249,40.9241650000,-73.9898610000,261.6000061,-26.5400009,none,,,15,F,departure,LGA,BNA
UAL2133,7/1/2026 4:19:21 PM,3950,275.4,249,40.6441540000,-73.9867400000,33,-0.53,none,142,21,4,F,arrival,IAH,LGA
AAL2302,7/1/2026 4:19:21 PM,7025,267.5,249,40.9240720000,-73.9906620000,259.4500122,-26.5400009,none,,,15,F,departure,LGA,BNA
AAL2302,7/1/2026 4:19:22 PM,7050,267.5,249,40.9238860000,-73.9914840000,259.4500122,-26.5400009,none,,,15,F,departure,LGA,BNA
AAL1150,7/1/2026 4:19:22 PM,,12.3,,40.7728160000,-73.8610230000,123.75,,none,,,,T,departure,LGA,CLT
AAL2302,7/1/2026 4:19:22 PM,7050,267.6,249,40.9237930000,-73.9921080000,257.2600098,-26.5400009,none,,,15,F,departure,LGA,BNA
SWA1078,7/1/2026 4:19:23 PM,36000,455.3,253,37.4534910000,-76.9681700000,37.9500008,-8.96,none,224,5,-45,F,arrival,LAS,LGA
AAL2302,7/1/2026 4:19:23 PM,7075,267.6,249,40.9236150000,-73.9929200000,257.2600098,-26.5400009,none,,,15,F,departure,LGA,BNA
AAL2302,7/1/2026 4:19:23 PM,7100,268.7,249,40.9234670000,-73.9936690000,255.3399963,-26.5400009,none,,,15,F,departure,LGA,BNA
AAL1056,7/1/2026 4:19:24 PM,9950,348.4,290,40.5384980000,-74.9075320000,111.5599976,0,none,347,8,11,F,arrival,DFW,LGA
AAL2302,7/1/2026 4:19:24 PM,7125,269.2,249,40.9232480000,-73.9946290000,253.3800049,-26.5400009,none,,,15,F,departure,LGA,BNA
AAL2302,7/1/2026 4:19:24 PM,7150,269.2,249,40.9231110000,-73.9952390000,253.3800049,-26.5400009,none,,,15,F,departure,LGA,BNA
AAL2302,7/1/2026 4:19:25 PM,7175,269.2,249,40.9229280000,-73.9958500000,253.3800049,-26.5400009,none,,,15,F,departure,LGA,BNA
SWA1078,7/1/2026 4:19:25 PM,36000,455.2,254,37.4574740000,-76.9643130000,37.3199997,-8.96,none,224,5,-45,F,arrival,LAS,LGA
AAL2302,7/1/2026 4:19:25 PM,7200,269.1,249,40.9227220000,-73.9966650000,251.3600006,-26.5400009,none,,,15,F,departure,LGA,BNA
SWA4044,7/1/2026 4:19:25 PM,18000,438.1,308,40.8421780000,-76.0643310000,111.6999969,-0.35,none,292,26,-4,F,arrival,MDW,LGA
AAL2302,7/1/2026 4:19:26 PM,7225,269.1,249,40.9224700000,-73.9974370000,251.3600006,-26.5400009,none,,,15,F,departure,LGA,BNA
AAL2302,7/1/2026 4:19:26 PM,7250,270.6,249,40.9222570000,-73.9981630000,249.2200012,-26.5400009,none,,,15,F,departure,LGA,BNA
UAL2133,7/1/2026 4:19:27 PM,3950,274,249,40.6500190000,-73.9817460000,32.9399986,-0.53,none,142,21,4,F,arrival,IAH,LGA
AAL2302,7/1/2026 4:19:27 PM,7275,270.6,249,40.9219670000,-73.9990840000,249.2200012,-26.5400009,none,,,15,F,departure,LGA,BNA
UAL669,7/1/2026 4:19:27 PM,35000,467.8,,41.2618090000,-78.5618590000,98.2300034,,none,,,,F,arrival,ORD,LGA
SWA1078,7/1/2026 4:19:27 PM,36000,456,254,37.4608650000,-76.9611990000,36.6199989,-8.96,none,224,5,-45,F,arrival,LAS,LGA
AAL2302,7/1/2026 4:19:27 PM,7300,271.2,247,40.9216980000,-73.9998490000,247.2200012,-27.0699997,none,258,11,18,F,departure,LGA,BNA
AAL2302,7/1/2026 4:19:28 PM,7300,271.2,247,40.9215120000,-74.0004730000,247.2200012,-27.0699997,none,258,11,18,F,departure,LGA,BNA
AAL2302,7/1/2026 4:19:28 PM,7325,271.6,247,40.9211860000,-74.0013470000,245.4199982,-27.0699997,none,258,11,18,F,departure,LGA,BNA
AAL1150,7/1/2026 4:19:29 PM,,11.8,,40.7726100000,-73.8606110000,123.75,,none,,,,T,departure,LGA,CLT
AAL1056,7/1/2026 4:19:29 PM,9950,349.3,290,40.5353850000,-74.8970950000,111.5,0,none,340,8,11,F,arrival,DFW,LGA
AAL2302,7/1/2026 4:19:29 PM,7350,271.6,247,40.9208680000,-74.0020750000,245.4199982,-27.0699997,none,293,15,18,F,departure,LGA,BNA
AAL2302,7/1/2026 4:19:29 PM,7375,272.8,247,40.9205810000,-74.0028450000,243.4299927,-27.0699997,none,293,15,18,F,departure,LGA,BNA
SWA1078,7/1/2026 4:19:30 PM,36000,455.1,255,37.4654390000,-76.9570080000,35.6100006,-8.96,none,224,5,-45,F,arrival,LAS,LGA
AAL2302,7/1/2026 4:19:30 PM,7400,272.8,247,40.9202270000,-74.0037230000,243.4299927,-27.0699997,none,293,15,18,F,departure,LGA,BNA
AAL2302,7/1/2026 4:19:30 PM,7425,273.4,247,40.9199290000,-74.0044060000,241.3699951,-27.0699997,none,293,15,18,F,departure,LGA,BNA
AAL2302,7/1/2026 4:19:31 PM,7450,273.4,247,40.9195860000,-74.0051270000,241.3699951,-27.0699997,none,293,15,18,F,departure,LGA,BNA
AAL2302,7/1/2026 4:19:31 PM,7475,274.8,247,40.9193120000,-74.0057370000,239.6100006,-27.0699997,none,293,15,18,F,departure,LGA,BNA
SWA1078,7/1/2026 4:19:32 PM,36000,455.2,255,37.4691010000,-76.9537940000,34.9799995,-8.96,none,224,5,-45,F,arrival,LAS,LGA
AAL2302,7/1/2026 4:19:32 PM,7475,274.8,247,40.9189520000,-74.0064030000,239.6100006,-27.0699997,none,293,15,18,F,departure,LGA,BNA
UAL2133,7/1/2026 4:19:32 PM,3950,274,249,40.6559140000,-73.9767460000,32.9399986,-0.53,none,142,21,4,F,arrival,IAH,LGA
AAL2302,7/1/2026 4:19:33 PM,7525,275,247,40.9185790000,-74.0072770000,237.9299927,-27.0699997,none,293,15,18,F,departure,LGA,BNA
AAL2302,7/1/2026 4:19:33 PM,7525,275,247,40.9181210000,-74.0081180000,237.9299927,-27.0699997,none,293,15,18,F,departure,LGA,BNA
AAL2302,7/1/2026 4:19:33 PM,7550,275.7,247,40.9178470000,-74.0086670000,236.5399933,-27.0699997,none,293,15,18,F,departure,LGA,BNA
AAL2302,7/1/2026 4:19:34 PM,7575,275.7,247,40.9175080000,-74.0093370000,236.5399933,-27.0699997,none,293,15,18,F,departure,LGA,BNA
AAL1056,7/1/2026 4:19:34 PM,9950,349.3,290,40.5322420000,-74.8867450000,111.5,0,none,340,8,11,F,arrival,DFW,LGA
AAL1150,7/1/2026 4:19:34 PM,,9.8,,40.7724610000,-73.8603060000,120.9400024,,none,,,,T,departure,LGA,CLT
SWA1078,7/1/2026 4:19:35 PM,36000,456,255,37.4744110000,-76.9492360000,34,-8.2600002,none,267,2,-45,F,arrival,LAS,LGA
AAL2302,7/1/2026 4:19:35 PM,7625,276.3,247,40.9167020000,-74.0108640000,235.6199951,-27.0699997,none,293,15,18,F,departure,LGA,BNA
SWA4044,7/1/2026 4:19:35 PM,18000,437.7,308,40.8347630000,-76.0396730000,111.5800018,-0.35,none,292,26,-4,F,arrival,MDW,LGA
AAL2302,7/1/2026 4:19:35 PM,7600,276.3,247,40.9170890000,-74.0102110000,235.6199951,-27.0699997,none,293,15,18,F,departure,LGA,BNA
AAL2302,7/1/2026 4:19:36 PM,7650,276.6,247,40.9163450000,-74.0115840000,235.1600037,-27.0699997,none,293,15,18,F,departure,LGA,BNA
AAL2302,7/1/2026 4:19:36 PM,7675,276.6,247,40.9159700000,-74.0122680000,235.1600037,-27.0699997,none,293,15,18,F,departure,LGA,BNA
AAL2302,7/1/2026 4:19:37 PM,7700,276.6,247,40.9155530000,-74.0131450000,235.1600037,-27.0699997,none,293,15,18,F,departure,LGA,BNA
AAL2302,7/1/2026 4:19:37 PM,7725,276.6,247,40.9152740000,-74.0137070000,235.1600037,-27.0699997,none,293,15,18,F,departure,LGA,BNA
UAL2133,7/1/2026 4:19:37 PM,3950,274,249,40.6613160000,-73.9721070000,32.9399986,-0.53,none,142,21,4,F,arrival,IAH,LGA
UAL669,7/1/2026 4:19:37 PM,35000,468,,41.2585600000,-78.5323490000,98.3600006,,none,,,,F,arrival,ORD,LGA
AAL2302,7/1/2026 4:19:37 PM,7725,276.6,247,40.9149950000,-74.0142060000,235.1600037,-27.0699997,none,293,15,18,F,departure,LGA,BNA
SWA1078,7/1/2026 4:19:38 PM,36000,455.4,255,37.4794920000,-76.9450870000,32.9900017,-8.2600002,none,267,2,-45,F,arrival,LAS,LGA
AAL2302,7/1/2026 4:19:38 PM,7775,276.6,247,40.9145760000,-74.0150800000,235.1600037,-27.0699997,none,293,15,18,F,departure,LGA,BNA
AAL2302,7/1/2026 4:19:39 PM,7775,276.8,247,40.9142500000,-74.0156420000,235.4499969,-27.0699997,none,293,15,18,F,departure,LGA,BNA
AAL2302,7/1/2026 4:19:39 PM,7800,276.8,247,40.9139700000,-74.0162030000,235.4499969,-27.0699997,none,293,15,18,F,departure,LGA,BNA
AAL1056,7/1/2026 4:19:39 PM,9950,349.3,290,40.5291230000,-74.8763830000,111.5,0,none,345,9,11,F,arrival,DFW,LGA
AAL2302,7/1/2026 4:19:39 PM,7825,277.1,247,40.9136350000,-74.0169070000,235.7400055,1.23,none,325,59,17,F,departure,LGA,BNA
SWA1078,7/1/2026 4:19:40 PM,36000,456,255,37.4827420000,-76.9424570000,32.6399994,-8.2600002,none,267,2,-45,F,arrival,LAS,LGA
AAL1150,7/1/2026 4:19:40 PM,,7.3,,40.7723580000,-73.8600770000,120.9400024,,none,,,,T,departure,LGA,CLT
AAL2302,7/1/2026 4:19:40 PM,7850,277.1,247,40.9132720000,-74.0175770000,235.7400055,1.23,none,325,59,17,F,departure,LGA,BNA
SWA4044,7/1/2026 4:19:40 PM,17950,436.8,308,40.8311920000,-76.0278930000,111.6299973,0,none,290,26,-4,F,arrival,MDW,LGA
AAL2302,7/1/2026 4:19:40 PM,7875,277.1,247,40.9129030000,-74.0183110000,235.7400055,1.23,none,325,59,17,F,departure,LGA,BNA
AAL2302,7/1/2026 4:19:41 PM,7900,277.1,247,40.9124810000,-74.0191370000,235.7400055,1.23,none,325,59,17,F,departure,LGA,BNA
AAL2302,7/1/2026 4:19:41 PM,7925,277.9,247,40.9121550000,-74.0196990000,235.8500061,1.23,none,325,59,17,F,departure,LGA,BNA
AAL2302,7/1/2026 4:19:42 PM,7950,277.9,247,40.9118040000,-74.0203860000,235.8500061,1.23,none,325,59,17,F,departure,LGA,BNA
SWA1078,7/1/2026 4:19:42 PM,36000,455.7,255,37.4870450000,-76.9391260000,31.6299992,-8.2600002,none,267,2,-45,F,arrival,LAS,LGA
AAL2302,7/1/2026 4:19:42 PM,7975,277.9,247,40.9115300000,-74.0209960000,235.8500061,1.23,none,325,59,17,F,departure,LGA,BNA
UAL2133,7/1/2026 4:19:42 PM,3950,274,248,40.6669640000,-73.9673270000,32.9399986,-0.53,none,142,21,4,F,arrival,IAH,LGA
SWA4044,7/1/2026 4:19:42 PM,17875,436.8,308,40.8293150000,-76.0216060000,111.6299973,0,none,290,26,-4,F,arrival,MDW,LGA
AAL2302,7/1/2026 4:19:43 PM,8000,277.9,247,40.9112550000,-74.0215450000,235.8500061,1.23,none,325,59,17,F,departure,LGA,BNA
AAL2302,7/1/2026 4:19:43 PM,8025,278.7,247,40.9107970000,-74.0224000000,235.9700012,1.23,none,325,59,17,F,departure,LGA,BNA
AAL2302,7/1/2026 4:19:44 PM,8050,278.7,247,40.9104310000,-74.0230710000,235.9700012,1.23,none,325,59,17,F,departure,LGA,BNA
SWA1078,7/1/2026 4:19:44 PM,36000,456.2,255,37.4905190000,-76.9364800000,31.0100002,-8.2600002,none,277,4,-45,F,arrival,LAS,LGA
AAL2302,7/1/2026 4:19:44 PM,8075,278.7,247,40.9101070000,-74.0237570000,235.9700012,1.23,none,325,59,17,F,departure,LGA,BNA
AAL1056,7/1/2026 4:19:45 PM,9950,349.3,290,40.5260040000,-74.8660210000,111.5,0,none,345,9,11,F,arrival,DFW,LGA
AAL1150,7/1/2026 4:19:45 PM,,4.3,,40.7722890000,-73.8599400000,120.9400024,,none,,,,T,departure,LGA,CLT
AAL2302,7/1/2026 4:19:45 PM,8100,278.7,247,40.9096410000,-74.0246300000,235.9700012,1.23,none,325,59,17,F,departure,LGA,BNA
SWA4044,7/1/2026 4:19:45 PM,17800,436.8,308,40.8275760000,-76.0158080000,111.6299973,0,none,290,26,-4,F,arrival,MDW,LGA
AAL2302,7/1/2026 4:19:45 PM,8125,278.7,247,40.9093620000,-74.0251920000,235.9700012,1.23,none,325,59,17,F,departure,LGA,BNA
AAL2302,7/1/2026 4:19:46 PM,8125,278.7,247,40.9090820000,-74.0257540000,235.9700012,1.23,none,325,59,17,F,departure,LGA,BNA
AAL2302,7/1/2026 4:19:46 PM,8150,278.7,247,40.9087570000,-74.0263160000,235.9700012,1.23,none,325,59,17,F,departure,LGA,BNA
SWA1078,7/1/2026 4:19:46 PM,36000,455.9,255,37.4950810000,-76.9331360000,30.4500008,-7.9099998,none,260,6,-47,F,arrival,LAS,LGA
AAL2302,7/1/2026 4:19:47 PM,8175,278.7,247,40.9084770000,-74.0268780000,235.9700012,1.23,none,325,59,17,F,departure,LGA,BNA
SWA4044,7/1/2026 4:19:47 PM,17725,436.8,308,40.8260800000,-76.0108460000,111.6299973,0,none,290,26,-4,F,arrival,MDW,LGA
AAL2302,7/1/2026 4:19:47 PM,8200,280.1,247,40.9079650000,-74.0278760000,235.9100037,1.23,none,325,59,17,F,departure,LGA,BNA
UAL2133,7/1/2026 4:19:47 PM,3950,273.2,248,40.6720730000,-73.9630130000,33.0499992,-0.53,none,142,21,4,F,arrival,IAH,LGA
UAL669,7/1/2026 4:19:48 PM,35000,468.1,,41.2553380000,-78.5034320000,98.4800034,,none,,,,F,arrival,ORD,LGA
AAL2302,7/1/2026 4:19:48 PM,8225,280.1,247,40.9076860000,-74.0284380000,235.9100037,1.23,none,325,59,17,F,departure,LGA,BNA
AAL2302,7/1/2026 4:19:48 PM,8250,280.1,247,40.9073180000,-74.0291750000,235.9100037,1.23,none,325,59,17,F,departure,LGA,BNA
AAL2302,7/1/2026 4:19:49 PM,8275,280.1,247,40.9068600000,-74.0300290000,235.9100037,1.23,none,325,59,17,F,departure,LGA,BNA
SWA1078,7/1/2026 4:19:49 PM,36000,455.8,255,37.4995880000,-76.9299510000,29.4300003,-7.9099998,none,223,4,-47,F,arrival,LAS,LGA
AAL2302,7/1/2026 4:19:49 PM,8300,280.7,247,40.9065220000,-74.0306850000,235.7400055,1.23,none,325,59,17,F,departure,LGA,BNA
SWA4044,7/1/2026 4:19:49 PM,17600,438.1,311,40.8241710000,-76.0046040000,111.6999969,0.35,none,295,26,-4,F,arrival,MDW,LGA
AAL2302,7/1/2026 4:19:50 PM,8325,280.7,247,40.9062430000,-74.0312470000,235.7400055,1.23,none,,,17,F,departure,LGA,BNA
AAL1056,7/1/2026 4:19:50 PM,9950,348.9,290,40.5227450000,-74.8550970000,111.3399963,0,none,345,9,11,F,arrival,DFW,LGA
AAL2302,7/1/2026 4:19:50 PM,8350,281.3,247,40.9057770000,-74.0321210000,235.5800018,1.23,none,,,17,F,departure,LGA,BNA
AAL1150,7/1/2026 4:19:50 PM,,4.8,,40.7722210000,-73.8598020000,120.9400024,,none,,,,T,departure,LGA,CLT
AAL2302,7/1/2026 4:19:51 PM,8375,281.3,247,40.9053500000,-74.0329590000,235.5800018,1.23,none,,,17,F,departure,LGA,BNA
SWA4044,7/1/2026 4:19:51 PM,17475,438.1,311,40.8226320000,-75.9994510000,111.6999969,0.35,none,295,26,-4,F,arrival,MDW,LGA
SWA1078,7/1/2026 4:19:51 PM,36000,456,255,37.5033420000,-76.9273210000,28.7000008,-7.9099998,none,223,4,-47,F,arrival,LAS,LGA
AAL2302,7/1/2026 4:19:51 PM,8400,281.3,244,40.9049860000,-74.0336820000,235.5800018,-1.23,none,324,13,13,F,departure,LGA,BNA
AAL2302,7/1/2026 4:19:52 PM,8425,281.3,244,40.9046600000,-74.0342430000,235.5800018,-1.23,none,324,13,13,F,departure,LGA,BNA
AAL2302,7/1/2026 4:19:52 PM,8450,281.8,244,40.9042410000,-74.0351170000,235.4100037,-1.23,none,324,13,13,F,departure,LGA,BNA
AAL2302,7/1/2026 4:19:53 PM,8475,281.8,244,40.9037930000,-74.0359500000,235.4100037,-1.23,none,326,14,13,F,departure,LGA,BNA
UAL2133,7/1/2026 4:19:53 PM,3950,273.2,249,40.6781370000,-73.9578390000,33.0499992,-0.18,none,287,13,21,F,arrival,IAH,LGA
SWA1078,7/1/2026 4:19:53 PM,36000,455.9,255,37.5071850000,-76.9247770000,28.1399994,-7.9099998,none,223,4,-47,F,arrival,LAS,LGA
AAL2302,7/1/2026 4:19:53 PM,8500,281.8,244,40.9034030000,-74.0366780000,235.4100037,-1.23,none,326,14,13,F,departure,LGA,BNA
SWA4044,7/1/2026 4:19:54 PM,17400,437.5,311,40.8210300000,-75.9942020000,111.8700027,0.35,none,295,26,-4,F,arrival,MDW,LGA
AAL2302,7/1/2026 4:19:54 PM,8525,281.8,244,40.9030610000,-74.0373540000,235.4100037,-1.23,none,326,14,13,F,departure,LGA,BNA
AAL2302,7/1/2026 4:19:54 PM,8550,282.4,244,40.9026580000,-74.0380510000,235.2400055,-1.23,none,326,14,13,F,departure,LGA,BNA
AAL2302,7/1/2026 4:19:55 PM,8575,282.4,244,40.9023790000,-74.0386130000,235.2400055,-1.23,none,326,14,13,F,departure,LGA,BNA
AAL2302,7/1/2026 4:19:55 PM,8600,282.4,244,40.9020080000,-74.0393680000,235.2400055,-1.23,none,326,14,13,F,departure,LGA,BNA
AAL1056,7/1/2026 4:19:55 PM,9950,349.3,290,40.5196840000,-74.8448490000,111.5,0,none,345,9,11,F,arrival,DFW,LGA
SWA1078,7/1/2026 4:19:56 PM,36000,455.4,255,37.5118400000,-76.9216720000,27.75,-7.9099998,none,223,4,-47,F,arrival,LAS,LGA
SWA4044,7/1/2026 4:19:56 PM,17300,437.5,311,40.8195160000,-75.9892480000,111.8700027,0.35,none,295,26,-4,F,arrival,MDW,LGA
AAL2302,7/1/2026 4:19:56 PM,8625,282.4,244,40.9015410000,-74.0401740000,235.2400055,-1.23,none,326,14,13,F,departure,LGA,BNA
AAL1150,7/1/2026 4:19:56 PM,,2.8,,40.7721630000,-73.8596950000,120.9400024,,none,,,,T,departure,LGA,CLT
AAL2302,7/1/2026 4:19:56 PM,8625,283.8,244,40.9011840000,-74.0408940000,235.1900024,-1.23,none,326,14,13,F,departure,LGA,BNA
AAL2302,7/1/2026 4:19:57 PM,8650,283.8,244,40.9007960000,-74.0416090000,235.1900024,-1.23,none,326,14,13,F,departure,LGA,BNA
AAL2302,7/1/2026 4:19:57 PM,8675,283.8,244,40.9005170000,-74.0421710000,235.1900024,-1.23,none,326,14,13,F,departure,LGA,BNA
AAL2302,7/1/2026 4:19:58 PM,8700,283.8,244,40.9001910000,-74.0427330000,235.1900024,-1.23,none,326,14,13,F,departure,LGA,BNA
SWA4044,7/1/2026 4:19:58 PM,17200,436.6,311,40.8177800000,-75.9835820000,111.9199982,0.35,none,295,26,-4,F,arrival,MDW,LGA
UAL669,7/1/2026 4:19:58 PM,35000,468.1,,41.2519680000,-78.4733280000,98.4800034,,none,,,,F,arrival,ORD,LGA
AAL2302,7/1/2026 4:19:58 PM,8725,283.8,244,40.8998110000,-74.0434570000,235.1900024,-1.23,none,326,14,13,F,departure,LGA,BNA
SWA1078,7/1/2026 4:19:58 PM,36000,455.8,255,37.5174260000,-76.9180300000,27.8600006,1.05,none,199,4,-45,F,arrival,LAS,LGA
