flight_number,timestamp,altitude_baro,ground_speed,air_speed,latitude,longitude,track_angle,roll_angle,emergency,wind_direction,wind_speed,temperature,on_ground,lga_type,origin,destination
SWA4044,7/1/2026 4:36:20 PM,4675,283.4,251,40.6308400000,-74.0436070000,41.5699997,-0.35,none,273,15,17,F,arrival,MDW,LGA
SWA1078,7/1/2026 4:36:21 PM,27000,458.8,299,39.2516830000,-75.4978030000,34.5200005,-7.0300002,none,297,13,-24,F,arrival,LAS,LGA
SWA4044,7/1/2026 4:36:21 PM,4675,283.4,251,40.6313520000,-74.0429200000,41.5699997,-0.35,none,273,15,17,F,arrival,MDW,LGA
SWA4044,7/1/2026 4:36:21 PM,4675,282.7,251,40.6318640000,-74.0423580000,41.4099998,-0.35,none,273,15,17,F,arrival,MDW,LGA
AAL1056,7/1/2026 4:36:21 PM,1700,163.7,,40.8650910000,-73.8046540000,212.5200043,,none,,,,F,arrival,DFW,LGA
SWA4044,7/1/2026 4:36:22 PM,4650,282.7,251,40.6328890000,-74.0411990000,41.4099998,-0.35,none,273,15,17,F,arrival,MDW,LGA
SWA4044,7/1/2026 4:36:22 PM,4650,282.7,251,40.6323290000,-74.0417970000,41.4099998,-0.35,none,273,15,17,F,arrival,MDW,LGA
AAL1056,7/1/2026 4:36:22 PM,1700,163.7,,40.8647650000,-73.8049660000,212.5200043,,none,,,,F,arrival,DFW,LGA
SWA1078,7/1/2026 4:36:23 PM,27000,458.8,299,39.2552490000,-75.4947030000,34.5200005,-7.0300002,none,297,13,-24,F,arrival,LAS,LGA
SWA4044,7/1/2026 4:36:23 PM,4625,282.7,251,40.6334470000,-74.0405480000,41.4099998,-0.35,none,273,15,17,F,arrival,MDW,LGA
SWA2473,7/1/2026 4:36:23 PM,-25,4.8,,40.7721840000,-73.8573850000,357.1900024,,none,,,,T,departure,LGA,STL
SWA4044,7/1/2026 4:36:23 PM,4625,282.7,251,40.6339870000,-74.0399170000,41.4099998,-0.35,none,273,15,17,F,arrival,MDW,LGA
SWA4044,7/1/2026 4:36:24 PM,4600,282.7,251,40.6344450000,-74.0393680000,41.4099998,-0.35,none,273,15,17,F,arrival,MDW,LGA
SWA4044,7/1/2026 4:36:24 PM,4600,282.7,251,40.6349830000,-74.0388000000,41.4099998,-0.35,none,273,15,17,F,arrival,MDW,LGA
SWA1078,7/1/2026 4:36:25 PM,26975,458,299,39.2588520000,-75.4915160000,34.5900002,-7.0300002,none,297,13,-24,F,arrival,LAS,LGA
SWA4044,7/1/2026 4:36:25 PM,4575,282.7,251,40.6354980000,-74.0382080000,41.4099998,-0.35,none,273,15,17,F,arrival,MDW,LGA
SWA4044,7/1/2026 4:36:25 PM,4575,282.7,251,40.6360070000,-74.0375520000,41.4099998,-0.35,none,273,15,17,F,arrival,MDW,LGA
SWA4044,7/1/2026 4:36:26 PM,4550,282.7,251,40.6365660000,-74.0369280000,41.4099998,-0.35,none,,,17,F,arrival,MDW,LGA
SWA4044,7/1/2026 4:36:26 PM,4550,282.7,251,40.6369630000,-74.0364990000,41.4099998,-0.35,none,,,17,F,arrival,MDW,LGA
AAL1150,7/1/2026 4:36:27 PM,16950,393.9,293,40.5606850000,-74.7164570000,234.0899963,0.53,none,323,23,8,F,departure,LGA,CLT
UAL669,7/1/2026 4:36:27 PM,16750,416.5,301,40.7358400000,-75.8190920000,105.1699982,-5.4499998,none,229,43,-4,F,arrival,ORD,LGA
SWA4044,7/1/2026 4:36:27 PM,4525,282.7,251,40.6374210000,-74.0359500000,41.4099998,-0.35,none,,,17,F,arrival,MDW,LGA
SWA1078,7/1/2026 4:36:27 PM,26975,457.4,299,39.2627630000,-75.4880370000,34.4900017,-7.0300002,none,297,13,-24,F,arrival,LAS,LGA
SWA4044,7/1/2026 4:36:27 PM,4525,282.7,251,40.6378690000,-74.0354300000,41.4099998,-0.35,none,,,17,F,arrival,MDW,LGA
AAL2302,7/1/2026 4:36:28 PM,32000,448.3,277,40.1342010000,-76.2570190000,240.4600067,0.35,none,280,15,-37,F,departure,LGA,BNA
SWA4044,7/1/2026 4:36:28 PM,4500,282.7,251,40.6383360000,-74.0349120000,41.4099998,-0.35,none,,,17,F,arrival,MDW,LGA
AAL1056,7/1/2026 4:36:28 PM,1600,159.8,,40.8610380000,-73.8081670000,212.9900055,,none,,,,F,arrival,DFW,LGA
SWA4044,7/1/2026 4:36:28 PM,4500,282.7,251,40.6387070000,-74.0344310000,41.4099998,-0.35,none,,,17,F,arrival,MDW,LGA
SWA2473,7/1/2026 4:36:28 PM,-25,3.3,,40.7722540000,-73.8574950000,323.4400024,,none,,,,T,departure,LGA,STL
UAL669,7/1/2026 4:36:29 PM,16700,416.5,301,40.7347410000,-75.8137210000,104.5999985,-5.4499998,none,228,45,-4,F,arrival,ORD,LGA
SWA4044,7/1/2026 4:36:29 PM,4500,282.7,250,40.6391730000,-74.0339310000,41.4099998,-0.35,none,,,17,F,arrival,MDW,LGA
SWA1078,7/1/2026 4:36:29 PM,26975,456.6,297,39.2665100000,-75.4847320000,34.5600014,-7.0300002,none,297,13,-24,F,arrival,LAS,LGA
SWA4044,7/1/2026 4:36:29 PM,4475,282.7,250,40.6397090000,-74.0333250000,41.4099998,-0.35,none,,,17,F,arrival,MDW,LGA
AAL1056,7/1/2026 4:36:29 PM,1575,158.4,,40.8600630000,-73.8089610000,212.8899994,,none,,,,F,arrival,DFW,LGA
SWA4044,7/1/2026 4:36:30 PM,4475,282.7,250,40.6401210000,-74.0328370000,41.4099998,-0.35,none,,,17,F,arrival,MDW,LGA
AAL1056,7/1/2026 4:36:30 PM,1575,158.4,,40.8598020000,-73.8092040000,212.8899994,,none,,,,F,arrival,DFW,LGA
SWA4044,7/1/2026 4:36:30 PM,4450,282.7,250,40.6405690000,-74.0323080000,41.4099998,-0.35,none,,,17,F,arrival,MDW,LGA
AAL1056,7/1/2026 4:36:30 PM,1575,157.8,,40.8594580000,-73.8095230000,212.5800018,,none,,,,F,arrival,DFW,LGA
SWA4044,7/1/2026 4:36:30 PM,4450,282.7,250,40.6409910000,-74.0317990000,41.4099998,-0.35,none,,,17,F,arrival,MDW,LGA
AAL1056,7/1/2026 4:36:31 PM,1550,157.8,,40.8592070000,-73.8096920000,212.5800018,,none,,,,F,arrival,DFW,LGA
UAL669,7/1/2026 4:36:31 PM,16650,415.7,301,40.7337670000,-75.8087850000,104.7699966,-5.4499998,none,228,45,-4,F,arrival,ORD,LGA
SWA4044,7/1/2026 4:36:31 PM,4425,282.7,250,40.6415470000,-74.0311850000,41.4099998,-0.35,none,,,17,F,arrival,MDW,LGA
SWA1078,7/1/2026 4:36:31 PM,26950,455.2,297,39.2703970000,-75.4812620000,34.5299988,-7.0300002,none,297,13,-24,F,arrival,LAS,LGA
SWA4044,7/1/2026 4:36:31 PM,4425,282.7,250,40.6419190000,-74.0307480000,41.4099998,-0.35,none,,,17,F,arrival,MDW,LGA
SWA4044,7/1/2026 4:36:32 PM,4425,282.7,250,40.6424100000,-74.0302120000,41.4099998,-0.35,none,,,17,F,arrival,MDW,LGA
UAL2200,7/1/2026 4:36:32 PM,,0,,40.7721520000,-73.8596650000,120.9400024,,,,,,T,departure,LGA,DEN
SWA4044,7/1/2026 4:36:32 PM,4400,281.9,250,40.6428970000,-74.0296240000,41.5499992,-0.35,none,,,17,F,arrival,MDW,LGA
AAL1056,7/1/2026 4:36:33 PM,1525,156.5,,40.8579680000,-73.8107720000,212.4700012,,none,,,,F,arrival,DFW,LGA
SWA4044,7/1/2026 4:36:33 PM,4400,281.9,250,40.6433720000,-74.0291140000,41.5499992,-0.35,none,,,17,F,arrival,MDW,LGA
SWA1078,7/1/2026 4:36:33 PM,26900,455.2,297,39.2740280000,-75.4780270000,34.5299988,-7.0300002,none,297,13,-24,F,arrival,LAS,LGA
UAL669,7/1/2026 4:36:33 PM,16575,414.8,301,40.7325560000,-75.8027300000,104.8099976,-5.4499998,none,228,45,-4,F,arrival,ORD,LGA
SWA4044,7/1/2026 4:36:33 PM,4375,281.9,250,40.6439210000,-74.0284420000,41.5499992,-0.35,none,,,17,F,arrival,MDW,LGA
SWA4044,7/1/2026 4:36:34 PM,4375,281.9,250,40.6443330000,-74.0279540000,41.5499992,-0.35,none,,,17,F,arrival,MDW,LGA
SWA4044,7/1/2026 4:36:34 PM,4375,281.9,250,40.6447450000,-74.0274660000,41.5499992,-0.35,none,,,17,F,arrival,MDW,LGA
SWA4044,7/1/2026 4:36:35 PM,4350,281.9,250,40.6452710000,-74.0268780000,41.5499992,-0.35,none,,,17,F,arrival,MDW,LGA
SWA4044,7/1/2026 4:36:35 PM,4350,281.9,250,40.6457360000,-74.0263160000,41.5499992,-0.35,none,,,17,F,arrival,MDW,LGA
SWA1078,7/1/2026 4:36:35 PM,26850,454.4,297,39.2774960000,-75.4749990000,34.5999985,-7.0300002,none,297,13,-24,F,arrival,LAS,LGA
UAL669,7/1/2026 4:36:35 PM,16525,414.8,301,40.7315790000,-75.7977990000,104.8099976,-5.4499998,none,228,45,-4,F,arrival,ORD,LGA
SWA4044,7/1/2026 4:36:36 PM,4325,281.9,250,40.6461640000,-74.0258180000,41.5499992,-0.35,none,,,17,F,arrival,MDW,LGA
SWA4044,7/1/2026 4:36:36 PM,4325,281.9,250,40.6465760000,-74.0253300000,41.5499992,-0.35,none,,,17,F,arrival,MDW,LGA
SWA2473,7/1/2026 4:36:37 PM,,1.6,,40.7722890000,-73.8576050000,303.75,,none,,,,T,departure,LGA,STL
SWA4044,7/1/2026 4:36:37 PM,4325,281.9,250,40.6470400000,-74.0248180000,41.5499992,-0.35,none,,,17,F,arrival,MDW,LGA
AAL1150,7/1/2026 4:36:37 PM,16950,394.7,298,40.5499420000,-74.7360230000,234.1799927,0.7,none,325,23,0,F,departure,LGA,CLT
SWA4044,7/1/2026 4:36:37 PM,4300,281.9,250,40.6474000000,-74.0243530000,41.5499992,-0.35,none,,,17,F,arrival,MDW,LGA
SWA4044,7/1/2026 4:36:37 PM,4300,280.5,250,40.6478120000,-74.0238650000,41.5299988,-0.35,none,,,17,F,arrival,MDW,LGA
SWA1078,7/1/2026 4:36:38 PM,26775,453.8,298,39.2814770000,-75.4714970000,34.5,0,none,305,13,-23,F,arrival,LAS,LGA
UAL669,7/1/2026 4:36:38 PM,16450,414.8,301,40.7304150000,-75.7922430000,104.8099976,-5.4499998,none,228,45,-4,F,arrival,ORD,LGA
SWA4044,7/1/2026 4:36:38 PM,4300,280.5,250,40.6483610000,-74.0232540000,41.5299988,-0.35,none,,,17,F,arrival,MDW,LGA
AAL1056,7/1/2026 4:36:38 PM,1450,151.2,,40.8547560000,-73.8134560000,212.8500061,,none,,,,F,arrival,DFW,LGA
AAL2302,7/1/2026 4:36:38 PM,32000,448.3,278,40.1234440000,-76.2817380000,240.4600067,0.35,none,276,17,-35,F,departure,LGA,BNA
SWA4044,7/1/2026 4:36:38 PM,4275,280.5,250,40.6488090000,-74.0227580000,41.5299988,-0.35,none,,,17,F,arrival,MDW,LGA
SWA4044,7/1/2026 4:36:39 PM,4275,280.5,250,40.6492310000,-74.0222170000,41.5299988,-0.35,none,,,17,F,arrival,MDW,LGA
SWA1078,7/1/2026 4:36:39 PM,26725,453,298,39.2851080000,-75.4682620000,34.5699997,0,none,305,13,-23,F,arrival,LAS,LGA
SWA4044,7/1/2026 4:36:39 PM,4250,280.5,250,40.6497860000,-74.0216340000,41.5299988,-0.35,none,,,17,F,arrival,MDW,LGA
SWA4044,7/1/2026 4:36:40 PM,4250,280.5,250,40.6502990000,-74.0210100000,41.5299988,-0.35,none,,,17,F,arrival,MDW,LGA
UAL669,7/1/2026 4:36:40 PM,16375,413.6,301,40.7291560000,-75.7858890000,104.7099991,-5.4499998,none,228,45,-4,F,arrival,ORD,LGA
SWA4044,7/1/2026 4:36:40 PM,4250,280.5,250,40.6507180000,-74.0205110000,41.5299988,-0.18,none,273,14,20,F,arrival,MDW,LGA
SWA4044,7/1/2026 4:36:41 PM,4225,280.5,250,40.6511830000,-74.0199490000,41.5299988,-0.18,none,273,14,20,F,arrival,MDW,LGA
SWA4044,7/1/2026 4:36:41 PM,4225,279.8,250,40.6516950000,-74.0193870000,41.6699982,-0.18,none,273,14,20,F,arrival,MDW,LGA
SWA1078,7/1/2026 4:36:42 PM,26625,453,298,39.2887570000,-75.4649680000,34.5699997,0,none,305,13,-23,F,arrival,LAS,LGA
SWA4044,7/1/2026 4:36:42 PM,4200,279.8,250,40.6522060000,-74.0187990000,41.6699982,-0.18,none,273,14,20,F,arrival,MDW,LGA
UAL669,7/1/2026 4:36:42 PM,16325,412.6,301,40.7281950000,-75.7810060000,104.7399979,-5.4499998,none,228,45,-4,F,arrival,ORD,LGA
SWA4044,7/1/2026 4:36:42 PM,4200,279.8,250,40.6526640000,-74.0182500000,41.6699982,-0.18,none,273,14,20,F,arrival,MDW,LGA
SWA4044,7/1/2026 4:36:43 PM,4175,279.8,250,40.6532140000,-74.0175780000,41.6699982,-0.18,none,273,14,20,F,arrival,MDW,LGA
SWA4044,7/1/2026 4:36:43 PM,4175,279.8,250,40.6536040000,-74.0171400000,41.6699982,-0.18,none,273,14,20,F,arrival,MDW,LGA
AAL1056,7/1/2026 4:36:44 PM,1375,149.8,,40.8514710000,-73.8162230000,212.7400055,,none,,,,F,arrival,DFW,LGA
SWA4044,7/1/2026 4:36:44 PM,4175,279.8,250,40.6541160000,-74.0165160000,41.6699982,-0.18,none,273,14,20,F,arrival,MDW,LGA
SWA4044,7/1/2026 4:36:45 PM,4150,279.1,250,40.6546740000,-74.0158910000,41.5099983,-0.18,none,273,14,20,F,arrival,MDW,LGA
SWA1078,7/1/2026 4:36:45 PM,26525,451.6,300,39.2938590000,-75.4605100000,34.5299988,0,none,305,13,-23,F,arrival,LAS,LGA
SWA4044,7/1/2026 4:36:45 PM,4150,279.1,250,40.6550930000,-74.0153920000,41.5099983,-0.18,none,273,14,20,F,arrival,MDW,LGA
UAL669,7/1/2026 4:36:45 PM,16225,412.3,301,40.7267760000,-75.7739870000,104.6100006,-5.4499998,none,,,-4,F,arrival,ORD,LGA
SWA4044,7/1/2026 4:36:46 PM,4125,279.1,250,40.6556400000,-74.0147710000,41.5099983,-0.18,none,273,14,20,F,arrival,MDW,LGA
SWA4044,7/1/2026 4:36:46 PM,4125,279.1,250,40.6561640000,-74.0141440000,41.5099983,-0.18,none,273,14,20,F,arrival,MDW,LGA
SWA4044,7/1/2026 4:36:47 PM,4100,279.1,250,40.6566300000,-74.0135820000,41.5099983,-0.18,none,273,14,20,F,arrival,MDW,LGA
SWA4044,7/1/2026 4:36:47 PM,4100,279.1,250,40.6570590000,-74.0131230000,41.5099983,-0.18,none,273,14,20,F,arrival,MDW,LGA
AAL1150,7/1/2026 4:36:47 PM,16950,394.1,301,40.5390010000,-74.7559200000,234.2899933,0.53,none,323,25,-1,F,departure,LGA,CLT
SWA1078,7/1/2026 4:36:47 PM,26450,451.6,302,39.2979560000,-75.4569090000,34.5299988,0,none,305,13,-23,F,arrival,LAS,LGA
UAL669,7/1/2026 4:36:47 PM,16175,411.4,301,40.7258150000,-75.7689210000,104.6399994,-5.4499998,none,,,-4,F,arrival,ORD,LGA
SWA4044,7/1/2026 4:36:48 PM,4075,279.1,250,40.6576540000,-74.0124510000,41.5099983,-0.18,none,273,14,20,F,arrival,MDW,LGA
SWA2473,7/1/2026 4:36:48 PM,,0,,40.7723010000,-73.8576050000,303.75,,none,,,,T,departure,LGA,STL
SWA4044,7/1/2026 4:36:48 PM,4075,278.4,250,40.6581190000,-74.0118960000,41.6500015,-0.18,none,273,14,20,F,arrival,MDW,LGA
AAL2302,7/1/2026 4:36:48 PM,32000,448.3,278,40.1131320000,-76.3054800000,240.4600067,0.35,none,276,17,-35,F,departure,LGA,BNA
SWA4044,7/1/2026 4:36:49 PM,4050,278.4,250,40.6585850000,-74.0113350000,41.6500015,-0.18,none,273,14,20,F,arrival,MDW,LGA
SWA4044,7/1/2026 4:36:49 PM,4050,278.4,250,40.6590040000,-74.0108350000,41.6500015,-0.18,none,273,14,20,F,arrival,MDW,LGA
UAL2200,7/1/2026 4:36:49 PM,,3.3,,40.7721180000,-73.8595730000,120.9400024,,none,,,,T,departure,LGA,DEN
AAL1056,7/1/2026 4:36:49 PM,1325,150.1,,40.8483120000,-73.8188480000,212.2100067,,none,,,,F,arrival,DFW,LGA
SWA1078,7/1/2026 4:36:49 PM,26375,450.2,302,39.3014470000,-75.4537960000,34.5,-0.35,none,329,16,-24,F,arrival,LAS,LGA
SWA4044,7/1/2026 4:36:49 PM,4050,278.4,250,40.6593930000,-74.0103760000,41.6500015,-0.18,none,273,14,20,F,arrival,MDW,LGA
AAL2302,7/1/2026 4:36:50 PM,32000,448.8,278,40.1117250000,-76.3087770000,240.3500061,-1.9300001,none,276,16,-35,F,departure,LGA,BNA
UAL669,7/1/2026 4:36:50 PM,16100,411.1,301,40.7245790000,-75.7628780000,104.5100021,-5.4499998,none,,,-4,F,arrival,ORD,LGA
SWA4044,7/1/2026 4:36:50 PM,4025,278.4,250,40.6597950000,-74.0098990000,41.6500015,-0.18,none,273,14,20,F,arrival,MDW,LGA
SWA1078,7/1/2026 4:36:52 PM,26275,448.8,302,39.3058320000,-75.4498620000,34.4700012,-0.35,none,329,16,-24,F,arrival,LAS,LGA
AAL2302,7/1/2026 4:36:52 PM,32000,448.9,278,40.1092530000,-76.3143920000,240.0700073,-1.9300001,none,276,16,-35,F,departure,LGA,BNA
UAL669,7/1/2026 4:36:52 PM,16025,410.1,302,40.7234340000,-75.7570800000,104.5400009,-0.35,none,306,20,1,F,arrival,ORD,LGA
AAL1056,7/1/2026 4:36:54 PM,1250,150.1,,40.8453060000,-73.8213210000,212.2100067,,none,,,,F,arrival,DFW,LGA
SWA1078,7/1/2026 4:36:54 PM,26175,448,302,39.3102460000,-75.4459840000,34.5400009,-0.35,none,329,16,-24,F,arrival,LAS,LGA
UAL669,7/1/2026 4:36:55 PM,15950,408.9,302,40.7224080000,-75.7517940000,104.4400024,-0.35,none,306,20,1,F,arrival,ORD,LGA
SWA4044,7/1/2026 4:36:55 PM,3975,277,250,40.6651490000,-74.0036570000,41.6300011,-0.18,none,282,13,20,F,arrival,MDW,LGA
AAL2302,7/1/2026 4:36:55 PM,32000,449,278,40.1056840000,-76.3223340000,239.7799988,-1.9300001,none,276,16,-35,F,departure,LGA,BNA
UAL669,7/1/2026 4:36:57 PM,15900,408,302,40.7214300000,-75.7467370000,104.4800034,-0.35,none,306,20,1,F,arrival,ORD,LGA
SWA1078,7/1/2026 4:36:57 PM,26100,447.4,302,39.3145290000,-75.4422200000,34.4399986,-0.35,none,329,16,-24,F,arrival,LAS,LGA
AAL1150,7/1/2026 4:36:58 PM,16950,394.1,301,40.5277860000,-74.7763670000,234.2899933,0.53,none,323,25,-1,F,departure,LGA,CLT
UAL669,7/1/2026 4:36:58 PM,15825,407,302,40.7202760000,-75.7409670000,104.5100021,-0.35,none,306,20,1,F,arrival,ORD,LGA
AAL2302,7/1/2026 4:36:59 PM,32000,448.7,278,40.1020060000,-76.3305110000,239.6100006,-1.9300001,none,276,16,-35,F,departure,LGA,BNA
UAL2200,7/1/2026 4:36:59 PM,,4.8,,40.7720030000,-73.8593290000,120.9400024,,none,,,,T,departure,LGA,DEN
SWA1078,7/1/2026 4:36:59 PM,26025,446,302,39.3182370000,-75.4389360000,34.4000015,-0.35,none,329,16,-24,F,arrival,LAS,LGA
AAL2302,7/1/2026 4:36:59 PM,32000,448.7,278,40.1014710000,-76.3316650000,239.6100006,0.35,none,276,17,-35,F,departure,LGA,BNA
AAL1056,7/1/2026 4:37:00 PM,1175,147.3,,40.8422700000,-73.8238530000,211.9600067,,none,,,,F,arrival,DFW,LGA
SWA4044,7/1/2026 4:37:01 PM,3950,275.5,250,40.6703800000,-73.9975590000,41.6199989,-0.18,none,282,13,20,F,arrival,MDW,LGA
UAL669,7/1/2026 4:37:01 PM,15775,406,302,40.7193600000,-75.7361450000,104.5500031,-0.35,none,306,20,1,F,arrival,ORD,LGA
SWA1078,7/1/2026 4:37:01 PM,25975,445.2,301,39.3213250000,-75.4362180000,34.4799995,-0.53,none,334,18,-23,F,arrival,LAS,LGA
AAL2302,7/1/2026 4:37:02 PM,32000,448.3,278,40.0988410000,-76.3374400000,239.4299927,-1.9300001,none,276,16,-35,F,departure,LGA,BNA
SWA1078,7/1/2026 4:37:03 PM,25875,444.6,301,39.3252410000,-75.4327860000,34.3699989,-0.53,none,334,18,-23,F,arrival,LAS,LGA
UAL669,7/1/2026 4:37:03 PM,15700,405.3,303,40.7181700000,-75.7302250000,104.7200012,0.7,none,317,16,1,F,arrival,ORD,LGA
AAL2302,7/1/2026 4:37:04 PM,32000,448,278,40.0965270000,-76.3425900000,239.2599945,-1.9300001,none,276,16,-35,F,departure,LGA,BNA
AAL1056,7/1/2026 4:37:05 PM,1150,144.3,,40.8391570000,-73.8264160000,212.2599945,,none,,,,F,arrival,DFW,LGA
UAL669,7/1/2026 4:37:06 PM,15625,404.3,303,40.7169150000,-75.7240160000,104.7600021,0.7,none,317,16,1,F,arrival,ORD,LGA
SWA1078,7/1/2026 4:37:06 PM,25775,443.2,301,39.3303560000,-75.4282230000,34.3400002,-0.53,none,334,18,-23,F,arrival,LAS,LGA
SWA4044,7/1/2026 4:37:07 PM,3950,275.5,250,40.6759950000,-73.9909850000,41.6199989,-0.18,none,282,13,20,F,arrival,MDW,LGA
AAL2302,7/1/2026 4:37:07 PM,32000,448.5,278,40.0937670000,-76.3486130000,239.1499939,-1.9300001,none,276,16,-35,F,departure,LGA,BNA
UAL2200,7/1/2026 4:37:07 PM,,3.3,,40.7719160000,-73.8591640000,120.9400024,,none,,,,T,departure,LGA,DEN
AAL1150,7/1/2026 4:37:08 PM,16950,393.3,300,40.5166940000,-74.7966070000,234.2100067,0.18,none,320,27,-1,F,departure,LGA,CLT
SWA1078,7/1/2026 4:37:08 PM,25700,443.2,301,39.3338010000,-75.4252620000,34.3400002,-0.53,none,334,18,-23,F,arrival,LAS,LGA
UAL669,7/1/2026 4:37:08 PM,15550,403.4,303,40.7157900000,-75.7183230000,104.7900009,0.7,none,317,16,1,F,arrival,ORD,LGA
AAL2302,7/1/2026 4:37:09 PM,32000,449,278,40.0913920000,-76.3536700000,239.0399933,-1.9300001,none,276,16,-35,F,departure,LGA,BNA
AAL1056,7/1/2026 4:37:10 PM,1075,144.1,,40.8360440000,-73.8289180000,211.3699951,,none,,,,F,arrival,DFW,LGA
SWA1078,7/1/2026 4:37:11 PM,25600,441.8,301,39.3379210000,-75.4216200000,34.2999992,-0.53,none,334,18,-23,F,arrival,LAS,LGA
UAL669,7/1/2026 4:37:11 PM,15475,401.4,303,40.7146340000,-75.7126550000,104.8700027,0.7,none,317,16,1,F,arrival,ORD,LGA
AAL2302,7/1/2026 4:37:11 PM,32000,448.1,278,40.0887390000,-76.3594750000,238.9700012,-1.9300001,none,276,16,-35,F,departure,LGA,BNA
SWA4044,7/1/2026 4:37:12 PM,3950,274.1,250,40.6807250000,-73.9854740000,41.5999985,-0.18,none,282,13,20,F,arrival,MDW,LGA
UAL2200,7/1/2026 4:37:13 PM,,3.3,,40.7718810000,-73.8590860000,120.9400024,,none,,,,T,departure,LGA,DEN
UAL669,7/1/2026 4:37:13 PM,15400,401.4,303,40.7136560000,-75.7079110000,104.8700027,0.7,none,317,16,1,F,arrival,ORD,LGA
SWA1078,7/1/2026 4:37:13 PM,25525,441,301,39.3418580000,-75.4181570000,34.3699989,0.18,none,338,16,-22,F,arrival,LAS,LGA
AAL2302,7/1/2026 4:37:13 PM,32000,448.6,278,40.0865980000,-76.3640940000,238.8600006,-0.35,none,273,16,-35,F,departure,LGA,BNA
UAL669,7/1/2026 4:37:15 PM,15325,400.5,303,40.7125400000,-75.7022710000,104.9000015,0.7,none,317,16,1,F,arrival,ORD,LGA
SWA1078,7/1/2026 4:37:16 PM,25425,440.2,301,39.3462070000,-75.4142760000,34.4500008,0.18,none,338,16,-22,F,arrival,LAS,LGA
AAL1056,7/1/2026 4:37:16 PM,1025,148.4,,40.8328860000,-73.8316040000,212.6199951,,none,,,,F,arrival,DFW,LGA
SWA4044,7/1/2026 4:37:17 PM,3950,274.8,248,40.6854450000,-73.9799990000,41.75,4.5700002,none,278,12,22,F,arrival,MDW,LGA
SWA4044,7/1/2026 4:37:17 PM,3950,274,248,40.6858520000,-73.9794920000,42.1899986,4.5700002,none,278,12,22,F,arrival,MDW,LGA
UAL669,7/1/2026 4:37:18 PM,15250,399.5,303,40.7114410000,-75.6968990000,104.9400024,0.7,none,317,16,1,F,arrival,ORD,LGA
SWA4044,7/1/2026 4:37:18 PM,3950,274,248,40.6863770000,-73.9788750000,42.1899986,4.5700002,none,278,12,22,F,arrival,MDW,LGA
SWA1078,7/1/2026 4:37:18 PM,25350,438.8,301,39.3501410000,-75.4108280000,34.4099998,0.18,none,338,16,-22,F,arrival,LAS,LGA
SWA4044,7/1/2026 4:37:18 PM,3950,274.6,248,40.6868420000,-73.9783130000,42.6399994,4.5700002,none,278,12,22,F,arrival,MDW,LGA
AAL1150,7/1/2026 4:37:19 PM,16950,392.7,300,40.5054930000,-74.8170170000,234.3300018,0.35,none,319,26,-1,F,departure,LGA,CLT
SWA4044,7/1/2026 4:37:19 PM,3950,274.6,248,40.6873540000,-73.9776890000,42.6399994,4.5700002,none,278,12,22,F,arrival,MDW,LGA
UAL2200,7/1/2026 4:37:19 PM,,2.3,,40.7718430000,-73.8589940000,120.9400024,,none,,,,T,departure,LGA,DEN
SWA4044,7/1/2026 4:37:19 PM,3950,274.6,248,40.6878660000,-73.9770650000,42.6399994,4.5700002,none,278,12,22,F,arrival,MDW,LGA
SWA4044,7/1/2026 4:37:20 PM,3950,274.4,248,40.6882850000,-73.9765030000,43.5200005,4.5700002,none,278,12,22,F,arrival,MDW,LGA
SWA1078,7/1/2026 4:37:20 PM,25275,438.8,301,39.3533480000,-75.4080070000,34.4099998,0.18,none,338,16,-22,F,arrival,LAS,LGA
UAL669,7/1/2026 4:37:20 PM,15200,398.3,303,40.7102510000,-75.6910400000,104.8399963,0.7,none,,,1,F,arrival,ORD,LGA
SWA4044,7/1/2026 4:37:20 PM,3950,274.4,248,40.6887820000,-73.9758300000,43.5200005,4.5700002,none,278,12,22,F,arrival,MDW,LGA
SWA4044,7/1/2026 4:37:21 PM,3950,275.1,248,40.6892850000,-73.9751590000,44.5600014,4.5700002,none,278,12,22,F,arrival,MDW,LGA
AAL1056,7/1/2026 4:37:21 PM,950,147.3,,40.8297270000,-73.8341670000,211.9600067,,none,,,,F,arrival,DFW,LGA
SWA4044,7/1/2026 4:37:21 PM,3950,274.4,248,40.6897890000,-73.9744870000,45.8899994,4.5700002,none,278,12,22,F,arrival,MDW,LGA
SWA4044,7/1/2026 4:37:22 PM,3950,274.7,248,40.6902470000,-73.9737550000,47.6599998,4.5700002,none,278,12,22,F,arrival,MDW,LGA
SWA1078,7/1/2026 4:37:22 PM,25200,438,301,39.3574500000,-75.4043580000,34.4900017,0.18,none,338,16,-22,F,arrival,LAS,LGA
SWA4044,7/1/2026 4:37:22 PM,3950,274.7,248,40.6906590000,-73.9732670000,47.6599998,4.5700002,none,278,12,22,F,arrival,MDW,LGA
UAL669,7/1/2026 4:37:23 PM,15100,397.3,303,40.7090470000,-75.6849390000,104.8799973,0.7,none,,,1,F,arrival,ORD,LGA
SWA4044,7/1/2026 4:37:23 PM,3950,274.7,248,40.6909790000,-73.9727170000,47.6599998,4.5700002,none,278,12,22,F,arrival,MDW,LGA
AAL2302,7/1/2026 4:37:24 PM,32000,448.3,278,40.0756530000,-76.3876340000,238.6900024,-0.35,none,273,16,-35,F,departure,LGA,BNA
