flight_number,timestamp,longitude,latitude,altitude_baro,track_angle,on_ground,origin,destination,ground_speed
DAL336,7/1/2026 16:09,-73.778094,40.633098,-25,300.9400024,T,DEN,JFK,14.3
ASA41,7/1/2026 16:09,-73.799438,40.604828,1150,210.1100006,F,JFK,SFO,195.4
ASA41,7/1/2026 16:09,-73.799683,40.604507,1150,210.1100006,F,JFK,SFO,195.4
ASA41,7/1/2026 16:09,-73.799927,40.604141,1175,210.1100006,F,JFK,SFO,195.4
ASA41,7/1/2026 16:09,-73.800222,40.603793,1175,209.9600067,F,JFK,SFO,196.2
ASA41,7/1/2026 16:09,-73.800534,40.603374,1175,209.9600067,F,JFK,SFO,196.2
DAL47,7/1/2026 16:09,-73.77507,40.631721,-25,300.9400024,T,AMS,JFK,14.3
ASA41,7/1/2026 16:09,-73.800846,40.603001,1200,209.9600067,F,JFK,SFO,196.2
ASA41,7/1/2026 16:09,-73.801086,40.602631,1200,209.8200073,F,JFK,SFO,197.1
DAL336,7/1/2026 16:09,-73.778351,40.633347,-25,323.4400024,T,DEN,JFK,12.8
DAL47,7/1/2026 16:09,-73.775487,40.63191,-25,300.9400024,T,AMS,JFK,14.3
ASA41,7/1/2026 16:09,-73.80428,40.598393,1300,209.6000061,F,JFK,SFO,202.4
DAL336,7/1/2026 16:09,-73.77832,40.633678,-25,5.6300001,T,DEN,JFK,13.8
DAL47,7/1/2026 16:09,-73.775818,40.632053,-25,300.9400024,T,AMS,JFK,8.8
ASA41,7/1/2026 16:09,-73.807495,40.594025,1375,209.5099945,F,JFK,SFO,209.1
DAL336,7/1/2026 16:09,-73.77803,40.63393,-25,39.3800011,T,DEN,JFK,13.8
ASA41,7/1/2026 16:09,-73.80815,40.593132,1400,209.6100006,F,JFK,SFO,210.5
ASA41,7/1/2026 16:09,-73.808524,40.592713,1400,209.6100006,F,JFK,SFO,210.5
ASA41,7/1/2026 16:09,-73.808837,40.592294,1425,209.6100006,F,JFK,SFO,210.5
ASA41,7/1/2026 16:09,-73.809149,40.591875,1425,209.6100006,F,JFK,SFO,210.5
ASA41,7/1/2026 16:09,-73.809448,40.591415,1450,209.4799957,F,JFK,SFO,211.4
ASA41,7/1/2026 16:09,-73.809814,40.590958,1450,209.4799957,F,JFK,SFO,211.4
ASA41,7/1/2026 16:09,-73.81012,40.590546,1475,209.5800018,F,JFK,SFO,212.7
DAL47,7/1/2026 16:09,-73.776016,40.632145,-25,300.9400024,T,AMS,JFK,7.3
ASA41,7/1/2026 16:09,-73.810459,40.59006,1475,209.5800018,F,JFK,SFO,212.7
ASA41,7/1/2026 16:09,-73.810834,40.589548,1500,209.5800018,F,JFK,SFO,212.7
ASA41,7/1/2026 16:09,-73.811218,40.589081,1500,209.5800018,F,JFK,SFO,212.7
ASA41,7/1/2026 16:09,-73.811523,40.588669,1525,209.4499969,F,JFK,SFO,213.6
ASA41,7/1/2026 16:09,-73.811768,40.588303,1525,209.4499969,F,JFK,SFO,213.6
ASA41,7/1/2026 16:09,-73.812145,40.587825,1550,209.3099976,F,JFK,SFO,214.5
DAL336,7/1/2026 16:09,-73.777672,40.634308,-25,33.75,T,DEN,JFK,14.8
DAL47,7/1/2026 16:09,-73.776158,40.632201,-25,300.9400024,T,AMS,JFK,2.8
DAL336,7/1/2026 16:09,-73.777451,40.634594,-25,30.9400005,T,DEN,JFK,14.3
ASA41,7/1/2026 16:09,-73.815391,40.58331,1625,209.1300049,F,JFK,SFO,219.8
